ticket_id,customer_id,product_id,opened_at,closed_at,priority,category,status,subject,conversation_summary,sentiment
TKT000161,C187,PRD003,2026-07-19 15:37:00,2026-07-23 12:33:18,P3,product_information,resolved,Wrong item received,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000162,C026,PRD012,2025-01-24 05:10:00,2025-01-28 14:42:53,P3,billing,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000163,C120,PRD014,2026-10-13 23:28:00,2026-10-19 05:03:26,P2,product_information,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000164,C138,PRD001,2026-01-23 22:44:00,2026-01-30 07:59:52,P2,product_quality,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000165,C099,PRD006,2025-07-26 16:11:00,2025-08-03 09:27:41,P1,billing,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000166,C112,PRD003,2025-03-28 20:42:00,2025-03-29 02:46:44,P3,missing_item,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000167,C145,PRD007,2025-05-15 11:43:00,2025-05-19 07:58:06,P2,billing,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000168,C185,PRD009,2026-02-13 16:07:00,2026-02-16 20:32:56,P2,product_quality,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000169,C180,PRD019,2025-02-07 13:23:00,2025-02-11 08:14:01,P2,missing_item,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000170,C104,PRD019,2025-12-26 17:30:00,2025-12-27 04:24:31,P4,product_information,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000171,C032,PRD001,2024-09-26 14:24:00,2024-09-30 15:36:59,P3,return_refund,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000172,C051,PRD018,2024-09-23 02:15:00,2024-09-23 04:05:34,P3,missing_item,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000173,C233,PRD006,2024-09-24 11:59:00,2024-10-02 09:50:28,P2,delivery,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000174,C075,PRD009,2025-02-03 21:48:00,2025-02-08 04:32:01,P1,product_quality,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000175,C103,PRD004,2025-06-18 09:24:00,2025-06-21 02:20:14,P3,billing,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000176,C043,PRD008,2025-10-23 00:28:00,,P4,billing,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,positive
TKT000177,C039,PRD009,2026-10-29 14:31:00,2026-11-05 08:41:32,P2,delivery,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000178,C114,PRD015,2026-09-04 14:15:00,2026-09-14 11:34:51,P3,billing,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000179,C162,PRD002,2025-10-10 11:00:00,2025-10-19 14:55:05,P3,product_quality,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000180,C002,PRD019,2026-07-10 21:55:00,2026-07-15 05:25:17,P4,product_information,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000181,C145,PRD007,2026-08-22 01:13:00,2026-08-22 23:15:56,P3,billing,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000182,C197,PRD013,2024-02-06 17:09:00,2024-02-07 09:33:43,P3,product_quality,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000183,C217,PRD019,2026-03-08 13:48:00,2026-03-12 20:48:54,P3,product_information,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000184,C174,PRD013,2024-01-10 08:04:00,2024-01-18 14:43:16,P4,delivery,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000185,C218,PRD005,2026-09-16 16:47:00,2026-09-22 09:46:45,P3,return_refund,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000186,C193,PRD012,2026-07-17 00:04:00,2026-07-17 15:25:03,P3,product_information,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000187,C203,PRD009,2024-10-01 09:18:00,2024-10-04 22:39:17,P4,product_quality,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000188,C138,PRD002,2026-09-27 05:50:00,,P3,delivery,escalated,Item quality below expectation,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000189,C185,PRD013,2024-05-21 13:07:00,,P4,delivery,waiting_customer,Package arrived damaged,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000190,C077,PRD009,2025-05-12 21:26:00,,P3,product_quality,waiting_customer,Item quality below expectation,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000191,C146,PRD015,2024-08-05 02:55:00,2024-08-14 17:17:24,P3,return_refund,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000192,C180,PRD002,2024-04-08 20:37:00,2024-04-12 03:21:47,P3,missing_item,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000193,C186,PRD014,2025-06-30 20:21:00,2025-07-06 00:20:45,P3,billing,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000194,C235,PRD005,2026-02-19 23:21:00,2026-02-23 01:37:58,P1,billing,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000195,C068,PRD007,2024-05-07 03:44:00,2024-05-07 13:11:38,P3,delivery,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000196,C182,PRD005,2026-11-25 05:27:00,2026-12-02 11:24:04,P3,missing_item,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000197,C096,PRD020,2025-01-10 03:20:00,,P3,billing,open,Refund status question,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000198,C081,PRD006,2024-01-28 18:28:00,2024-01-29 20:13:42,P1,delivery,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000199,C047,PRD008,2026-04-15 00:43:00,2026-04-22 06:51:19,P3,delivery,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000200,C105,PRD005,2025-08-13 06:45:00,2025-08-21 20:06:34,P1,missing_item,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000201,C107,PRD018,2024-09-18 07:05:00,,P3,billing,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,neutral
TKT000202,C124,PRD003,2025-07-26 15:28:00,2025-08-01 19:13:04,P3,missing_item,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000203,C038,PRD010,2025-07-23 18:49:00,2025-07-26 04:22:07,P3,product_information,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000204,C017,PRD009,2025-03-26 10:41:00,2025-04-02 04:02:51,P3,product_quality,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000205,C212,PRD016,2025-11-07 12:08:00,2025-11-13 09:45:27,P4,product_information,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000206,C028,PRD012,2026-04-04 11:27:00,,P2,product_information,escalated,Missing item or component,The reported safety or allergen concern was escalated for immediate product-compliance review.,positive
TKT000207,C127,PRD002,2025-07-07 02:52:00,2025-07-12 07:04:08,P2,billing,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000208,C207,PRD018,2025-06-11 18:18:00,2025-06-18 04:26:17,P1,missing_item,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000209,C059,PRD007,2026-07-06 21:09:00,2026-07-06 23:42:41,P3,return_refund,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000210,C172,PRD003,2025-03-30 11:36:00,2025-04-07 12:56:11,P4,product_quality,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000211,C011,PRD006,2025-08-26 10:56:00,2025-09-02 11:39:18,P3,missing_item,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000212,C132,PRD001,2024-07-29 21:27:00,2024-08-06 05:39:04,P4,product_quality,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000213,C053,PRD020,2025-04-14 08:16:00,2025-04-16 13:59:38,P2,return_refund,resolved,Wrong item received,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000214,C233,PRD008,2026-09-20 19:08:00,2026-09-24 08:24:20,P4,billing,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000215,C140,PRD004,2024-04-10 04:27:00,2024-04-13 16:05:28,P4,product_quality,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000216,C041,PRD007,2026-02-24 12:37:00,2026-02-27 00:33:14,P4,product_information,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000217,C026,PRD017,2025-04-03 20:33:00,2025-04-10 05:53:48,P3,product_quality,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000218,C172,PRD001,2026-07-30 18:24:00,2026-08-05 13:55:48,P4,product_quality,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000219,C207,PRD001,2024-04-12 16:57:00,2024-04-18 11:53:46,P1,missing_item,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000220,C162,PRD005,2025-12-29 22:16:00,2026-01-03 13:26:15,P3,return_refund,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000221,C129,PRD003,2026-11-13 23:21:00,2026-11-14 07:44:21,P3,delivery,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000222,C168,PRD017,2024-06-25 09:30:00,2024-06-29 04:45:54,P2,return_refund,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,urgent
TKT000223,C038,PRD007,2024-10-19 22:13:00,2024-10-21 06:41:00,P3,product_information,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000224,C034,PRD002,2024-03-18 03:23:00,2024-03-21 23:57:21,P3,product_quality,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000225,C225,PRD015,2026-06-09 20:06:00,2026-06-13 15:06:44,P3,missing_item,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000226,C001,PRD020,2025-05-25 07:17:00,,P4,billing,escalated,Wrong item received,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000227,C132,PRD004,2024-02-19 12:43:00,2024-02-29 02:23:21,P4,missing_item,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,urgent
TKT000228,C092,PRD008,2025-06-16 19:08:00,2025-06-17 01:06:51,P4,return_refund,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000229,C197,PRD008,2024-03-11 17:44:00,2024-03-12 22:31:39,P4,billing,resolved,Wrong item received,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000230,C037,PRD015,2026-05-01 04:41:00,2026-05-09 05:32:04,P2,return_refund,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000231,C089,PRD008,2026-04-06 03:46:00,2026-04-09 21:51:41,P3,product_quality,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000232,C228,PRD004,2024-02-02 12:06:00,2024-02-05 13:05:57,P4,product_information,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000233,C029,PRD002,2026-04-06 13:45:00,,P3,product_quality,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,urgent
TKT000234,C047,PRD015,2024-11-23 19:12:00,2024-11-26 16:03:07,P3,delivery,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000235,C210,PRD016,2025-11-23 13:17:00,2025-12-02 02:06:40,P4,return_refund,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000236,C037,PRD007,2026-09-13 04:53:00,2026-09-15 02:47:12,P4,missing_item,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,urgent
TKT000237,C165,PRD005,2024-12-30 05:30:00,2024-12-31 21:02:18,P2,return_refund,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000238,C215,PRD006,2026-02-24 14:42:00,,P1,delivery,escalated,Ingredient or product information request,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,neutral
TKT000239,C094,PRD016,2024-11-24 00:43:00,2024-11-28 19:38:09,P2,product_quality,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000240,C136,PRD013,2025-08-25 20:49:00,2025-08-29 02:48:09,P2,billing,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000241,C180,PRD017,2025-03-16 07:08:00,2025-03-26 01:46:39,P4,return_refund,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000242,C066,PRD001,2026-12-28 19:23:00,2027-01-02 21:52:17,P4,delivery,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000243,C054,PRD010,2025-08-17 21:25:00,2025-08-19 21:08:52,P2,delivery,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000244,C220,PRD009,2025-08-26 08:21:00,2025-09-04 15:05:03,P4,missing_item,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000245,C170,PRD011,2025-01-01 19:23:00,2025-01-05 00:13:03,P2,billing,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000246,C112,PRD010,2025-09-09 13:57:00,2025-09-14 01:27:03,P4,billing,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000247,C063,PRD012,2024-11-23 12:54:00,,P1,billing,open,Ingredient or product information request,Support documented the issue and is checking replacement inventory in the customer region.,frustrated
TKT000248,C170,PRD012,2024-07-05 03:52:00,2024-07-06 08:08:34,P4,product_quality,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000249,C094,PRD016,2024-05-24 12:25:00,2024-05-25 13:17:14,P1,delivery,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000250,C179,PRD015,2026-04-27 23:43:00,2026-05-06 01:53:47,P2,return_refund,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000251,C119,PRD001,2024-10-09 00:16:00,2024-10-09 19:36:02,P4,missing_item,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000252,C155,PRD016,2025-10-26 17:19:00,2025-10-29 16:21:24,P4,product_information,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000253,C099,PRD004,2025-08-08 20:31:00,2025-08-11 23:23:22,P4,product_quality,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000254,C191,PRD014,2026-08-24 23:33:00,2026-08-25 15:40:41,P4,product_quality,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000255,C154,PRD018,2024-12-25 20:57:00,,P4,product_information,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000256,C018,PRD012,2026-06-03 00:23:00,,P4,return_refund,waiting_customer,Ingredient or product information request,Support requested package photos and the lot code before continuing the quality review.,neutral
TKT000257,C228,PRD003,2025-05-27 05:55:00,,P3,delivery,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,neutral
TKT000258,C047,PRD018,2024-12-13 19:54:00,2024-12-22 14:27:29,P2,missing_item,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000259,C038,PRD010,2025-08-18 09:54:00,,P4,return_refund,escalated,Refund status question,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,frustrated
TKT000260,C159,PRD001,2026-06-13 19:42:00,,P1,missing_item,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,urgent
TKT000261,C050,PRD011,2025-07-09 22:48:00,2025-07-12 00:10:24,P2,product_information,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000262,C187,PRD017,2025-11-07 07:30:00,,P3,delivery,escalated,Package arrived damaged,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,frustrated
TKT000263,C109,PRD009,2026-12-07 23:08:00,2026-12-12 14:37:28,P4,missing_item,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000264,C231,PRD017,2026-05-23 19:59:00,2026-05-27 12:08:02,P3,billing,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000265,C158,PRD011,2026-04-14 04:52:00,,P3,product_information,waiting_customer,Missing item or component,The return is pending while the customer confirms pickup availability and item condition.,neutral
TKT000266,C032,PRD003,2024-08-15 12:32:00,2024-08-24 01:09:26,P3,missing_item,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000267,C118,PRD010,2024-10-30 10:28:00,2024-10-31 07:14:23,P2,product_quality,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000268,C139,PRD007,2024-08-09 15:11:00,,P3,product_quality,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,neutral
TKT000269,C064,PRD019,2025-11-07 10:15:00,2025-11-08 03:32:27,P4,product_quality,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000270,C113,PRD012,2025-09-24 07:18:00,2025-09-27 22:56:48,P4,billing,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000271,C065,PRD016,2025-05-20 22:15:00,2025-05-27 06:55:19,P2,return_refund,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000272,C095,PRD006,2025-11-09 00:28:00,2025-11-12 01:19:26,P3,product_information,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000273,C154,PRD008,2024-12-21 06:47:00,,P2,product_information,escalated,Ingredient or product information request,Repeated complaints for the same lot prompted escalation to merchandising and supplier quality.,frustrated
TKT000274,C217,PRD020,2026-04-21 16:23:00,2026-04-30 07:29:39,P3,return_refund,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000275,C199,PRD011,2025-03-10 12:17:00,,P2,billing,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,frustrated
TKT000276,C173,PRD006,2026-05-02 13:17:00,,P2,product_quality,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,positive
TKT000277,C043,PRD006,2024-02-24 03:08:00,,P4,missing_item,escalated,Wrong item received,The reported safety or allergen concern was escalated for immediate product-compliance review.,neutral
TKT000278,C190,PRD003,2025-05-06 07:15:00,2025-05-06 08:31:14,P2,product_information,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000279,C087,PRD020,2024-10-30 10:01:00,2024-11-09 05:30:28,P4,return_refund,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000280,C091,PRD010,2025-12-05 18:22:00,,P2,product_quality,waiting_customer,Ingredient or product information request,The return is pending while the customer confirms pickup availability and item condition.,frustrated
TKT000281,C161,PRD010,2024-09-06 04:30:00,2024-09-10 01:13:17,P2,return_refund,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000282,C097,PRD013,2025-03-13 10:46:00,2025-03-21 15:27:10,P3,return_refund,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000283,C018,PRD002,2024-04-17 20:15:00,2024-04-22 03:37:26,P4,missing_item,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000284,C158,PRD002,2024-11-08 07:14:00,2024-11-11 13:54:00,P3,return_refund,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000285,C229,PRD015,2024-06-04 23:11:00,2024-06-12 22:56:58,P3,return_refund,resolved,Item quality below expectation,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000286,C133,PRD019,2024-07-08 10:26:00,,P4,return_refund,waiting_customer,Ingredient or product information request,The return is pending while the customer confirms pickup availability and item condition.,neutral
TKT000287,C149,PRD001,2024-09-29 12:51:00,2024-10-09 09:19:53,P4,product_information,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000288,C015,PRD004,2024-05-25 20:13:00,2024-06-01 16:58:29,P2,return_refund,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000289,C077,PRD015,2026-12-31 15:56:00,,P3,missing_item,open,Ingredient or product information request,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000290,C237,PRD011,2024-01-03 05:32:00,2024-01-04 01:10:28,P3,billing,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000291,C195,PRD017,2026-12-05 21:56:00,,P3,product_quality,open,Missing item or component,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000292,C169,PRD006,2026-02-26 12:40:00,2026-03-07 13:23:05,P4,missing_item,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000293,C210,PRD007,2024-11-17 10:52:00,,P3,product_information,open,Ingredient or product information request,The case remains open while store and fulfillment records are compared.,frustrated
TKT000294,C153,PRD020,2024-04-26 04:15:00,2024-05-04 08:30:07,P3,delivery,resolved,Refund status question,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000295,C022,PRD016,2026-09-27 11:55:00,2026-10-02 11:17:20,P4,missing_item,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000296,C132,PRD009,2024-07-07 20:03:00,2024-07-08 22:14:04,P2,billing,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000297,C060,PRD009,2024-03-28 13:14:00,2024-03-28 19:40:35,P4,product_quality,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000298,C058,PRD005,2025-08-01 03:21:00,,P3,missing_item,open,Item quality below expectation,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000299,C052,PRD001,2026-10-24 21:51:00,,P3,missing_item,open,Item quality below expectation,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000300,C030,PRD005,2024-06-01 14:25:00,2024-06-06 11:28:22,P3,product_information,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,urgent
TKT000301,C054,PRD005,2024-01-16 00:02:00,2024-01-23 12:48:38,P3,missing_item,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000302,C031,PRD017,2025-03-21 09:01:00,,P2,missing_item,open,Wrong item received,Support documented the issue and is checking replacement inventory in the customer region.,neutral
TKT000303,C197,PRD005,2026-01-04 15:14:00,2026-01-12 05:31:00,P4,product_quality,resolved,Wrong item received,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000304,C131,PRD017,2024-07-08 07:56:00,,P3,product_information,escalated,Item quality below expectation,The reported safety or allergen concern was escalated for immediate product-compliance review.,urgent
TKT000305,C223,PRD020,2026-01-03 17:40:00,2026-01-05 23:21:01,P4,missing_item,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000306,C169,PRD015,2026-06-17 10:03:00,2026-06-25 15:01:39,P4,billing,resolved,Package arrived damaged,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000307,C178,PRD012,2026-08-04 05:27:00,,P3,missing_item,escalated,Missing item or component,The reported safety or allergen concern was escalated for immediate product-compliance review.,neutral
TKT000308,C224,PRD004,2024-05-24 14:58:00,2024-06-02 15:25:58,P2,delivery,resolved,Ingredient or product information request,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000309,C044,PRD004,2026-11-21 10:49:00,2026-11-24 17:18:20,P1,delivery,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000310,C009,PRD016,2026-04-22 18:10:00,,P4,missing_item,waiting_customer,Package arrived damaged,The return is pending while the customer confirms pickup availability and item condition.,positive
TKT000311,C137,PRD005,2024-07-24 14:14:00,2024-08-03 02:45:43,P4,delivery,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000312,C226,PRD012,2024-11-09 10:50:00,,P4,return_refund,escalated,Item quality below expectation,The reported safety or allergen concern was escalated for immediate product-compliance review.,neutral
TKT000313,C224,PRD012,2025-03-28 07:10:00,2025-04-07 00:29:12,P2,product_quality,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000314,C140,PRD011,2026-03-31 01:18:00,2026-04-03 05:48:21,P3,missing_item,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000315,C217,PRD015,2025-08-24 20:22:00,2025-08-30 21:32:12,P4,missing_item,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,urgent
TKT000316,C044,PRD013,2025-06-15 02:16:00,,P4,product_information,open,Package arrived damaged,Support documented the issue and is checking replacement inventory in the customer region.,urgent
TKT000317,C168,PRD005,2025-06-24 08:20:00,2025-06-25 00:56:32,P3,billing,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000318,C011,PRD006,2026-12-14 08:10:00,2026-12-14 20:48:19,P2,product_information,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000319,C016,PRD014,2024-08-03 16:18:00,2024-08-09 06:10:22,P2,product_quality,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
