po_line_id,purchase_order_id,line_number,product_id,ordered_qty,received_qty,unit_cost,quality_status,line_note
POL000289-2,PO000289,2,PRD001,400,400,2.13,accepted,Routine replenishment
POL000291-1,PO000291,1,PRD004,150,150,1.60,accepted,Partial receipt allowed
POL000292-1,PO000292,1,PRD012,300,300,1.17,accepted,Routine replenishment
POL000292-2,PO000292,2,PRD006,1600,1600,1.47,accepted,Inspection certificate required
POL000293-1,PO000293,1,PRD018,150,142,3.23,accepted,Inspection certificate required
POL000295-1,PO000295,1,PRD018,250,250,2.70,accepted,Expedite requested by planner
POL000295-2,PO000295,2,PRD013,300,300,1.03,conditional,Routine replenishment
POL000296-1,PO000296,1,PRD008,1400,1400,1.85,conditional,Expedite requested by planner
POL000297-1,PO000297,1,PRD010,175,175,0.96,accepted,Inspection certificate required
POL000297-2,PO000297,2,PRD013,600,600,1.37,accepted,Inspection certificate required
POL000298-1,PO000298,1,PRD010,75,75,0.82,accepted,Inspection certificate required
POL000299-1,PO000299,1,PRD011,200,200,2.79,accepted,Expedite requested by planner
POL000299-2,PO000299,2,PRD002,400,400,1.84,accepted,Inspection certificate required
POL000300-1,PO000300,1,PRD004,200,200,1.60,accepted,Expedite requested by planner
POL000301-1,PO000301,1,PRD009,150,139,0.98,accepted,Partial receipt allowed
POL000301-2,PO000301,2,PRD020,300,300,4.28,accepted,Partial receipt allowed
POL000301-3,PO000301,3,PRD019,300,300,1.20,accepted,Partial receipt allowed
POL000302-1,PO000302,1,PRD009,200,200,1.33,rejected,Inspection certificate required
POL000303-1,PO000303,1,PRD015,75,75,2.29,accepted,Partial receipt allowed
POL000303-2,PO000303,2,PRD017,1600,1600,5.07,accepted,Partial receipt allowed
POL000304-1,PO000304,1,PRD017,600,512,3.30,accepted,Partial receipt allowed
POL000304-2,PO000304,2,PRD009,1600,1600,1.13,accepted,Routine replenishment
POL000304-3,PO000304,3,PRD011,1600,1600,1.77,accepted,Partial receipt allowed
POL000305-1,PO000305,1,PRD002,1600,1600,1.84,accepted,Expedite requested by planner
POL000307-1,PO000307,1,PRD004,75,71,1.60,rejected,Inspection certificate required
POL000308-1,PO000308,1,PRD017,400,400,5.07,accepted,Inspection certificate required
POL000308-2,PO000308,2,PRD015,25,25,2.29,accepted,Routine replenishment
POL000309-1,PO000309,1,PRD010,100,100,0.57,accepted,Expedite requested by planner
POL000309-2,PO000309,2,PRD009,25,25,1.33,accepted,Expedite requested by planner
POL000309-3,PO000309,3,PRD017,100,93,4.97,accepted,Routine replenishment
POL000311-1,PO000311,1,PRD008,600,600,1.85,accepted,Expedite requested by planner
POL000312-1,PO000312,1,PRD009,175,174,1.15,accepted,Routine replenishment
POL000312-2,PO000312,2,PRD005,1200,1039,2.63,accepted,Routine replenishment
POL000312-3,PO000312,3,PRD001,800,775,2.66,accepted,Expedite requested by planner
POL000313-1,PO000313,1,PRD012,700,700,1.17,accepted,Partial receipt allowed
POL000315-1,PO000315,1,PRD008,125,125,1.31,accepted,Routine replenishment
POL000315-2,PO000315,2,PRD013,125,125,1.20,accepted,Expedite requested by planner
POL000318-1,PO000318,1,PRD004,150,150,1.60,accepted,Expedite requested by planner
POL000321-1,PO000321,1,PRD002,800,800,1.84,accepted,Routine replenishment
POL000322-1,PO000322,1,PRD003,400,400,0.54,accepted,Expedite requested by planner
POL000324-1,PO000324,1,PRD010,150,150,0.96,accepted,Inspection certificate required
POL000324-2,PO000324,2,PRD013,700,700,1.37,accepted,Inspection certificate required
POL000325-1,PO000325,1,PRD006,200,200,1.21,accepted,Expedite requested by planner
POL000326-1,PO000326,1,PRD011,100,100,2.72,accepted,Inspection certificate required
POL000326-2,PO000326,2,PRD004,175,175,1.64,accepted,Routine replenishment
POL000327-1,PO000327,1,PRD020,1000,1000,4.21,accepted,Partial receipt allowed
POL000327-2,PO000327,2,PRD005,200,200,1.63,accepted,Expedite requested by planner
POL000328-1,PO000328,1,PRD008,800,800,1.85,accepted,Expedite requested by planner
POL000329-1,PO000329,1,PRD017,300,300,3.30,accepted,Expedite requested by planner
POL000329-2,PO000329,2,PRD009,1600,1327,1.13,accepted,Expedite requested by planner
POL000331-1,PO000331,1,PRD013,150,150,1.69,accepted,Inspection certificate required
POL000331-2,PO000331,2,PRD017,1200,1200,4.86,accepted,Partial receipt allowed
POL000332-1,PO000332,1,PRD013,700,700,1.03,accepted,Routine replenishment
POL000332-2,PO000332,2,PRD018,100,100,2.70,accepted,Partial receipt allowed
POL000334-1,PO000334,1,PRD010,100,92,0.82,accepted,Partial receipt allowed
POL000335-1,PO000335,1,PRD013,400,400,1.69,accepted,Expedite requested by planner
POL000335-2,PO000335,2,PRD017,200,171,4.86,accepted,Inspection certificate required
POL000337-1,PO000337,1,PRD010,200,171,0.83,accepted,Inspection certificate required
POL000337-2,PO000337,2,PRD007,1200,1200,0.99,accepted,Routine replenishment
POL000339-1,PO000339,1,PRD009,175,160,1.15,accepted,Inspection certificate required
POL000341-1,PO000341,1,PRD001,300,300,2.66,accepted,Routine replenishment
POL000341-2,PO000341,2,PRD009,100,81,1.15,accepted,Partial receipt allowed
POL000342-1,PO000342,1,PRD004,200,200,1.64,conditional,Partial receipt allowed
POL000342-2,PO000342,2,PRD011,500,500,2.72,accepted,Partial receipt allowed
POL000344-1,PO000344,1,PRD015,400,400,3.50,accepted,Inspection certificate required
POL000347-1,PO000347,1,PRD015,200,200,2.26,accepted,Expedite requested by planner
POL000348-1,PO000348,1,PRD003,100,100,0.54,accepted,Partial receipt allowed
POL000349-1,PO000349,1,PRD016,700,700,4.41,accepted,Expedite requested by planner
POL000350-1,PO000350,1,PRD012,800,800,1.17,accepted,Partial receipt allowed
POL000351-1,PO000351,1,PRD017,200,160,5.07,accepted,Routine replenishment
POL000351-2,PO000351,2,PRD015,125,125,2.29,accepted,Routine replenishment
POL000354-1,PO000354,1,PRD004,100,100,1.64,accepted,Partial receipt allowed
POL000357-1,PO000357,1,PRD012,1600,1600,0.71,accepted,Routine replenishment
POL000357-2,PO000357,2,PRD013,100,100,1.03,accepted,Inspection certificate required
POL000358-1,PO000358,1,PRD017,100,100,4.97,accepted,Inspection certificate required
POL000360-1,PO000360,1,PRD018,250,246,2.70,accepted,Inspection certificate required
POL000360-2,PO000360,2,PRD013,100,100,1.03,accepted,Inspection certificate required
POL000361-1,PO000361,1,PRD011,400,400,2.72,accepted,Partial receipt allowed
POL000361-2,PO000361,2,PRD004,125,125,1.64,accepted,Inspection certificate required
POL000362-1,PO000362,1,PRD001,100,100,2.13,rejected,Routine replenishment
POL000362-2,PO000362,2,PRD004,150,150,2.28,accepted,Expedite requested by planner
POL000362-3,PO000362,3,PRD018,800,800,2.24,accepted,Partial receipt allowed
POL000363-1,PO000363,1,PRD018,100,100,3.23,accepted,Partial receipt allowed
POL000365-1,PO000365,1,PRD004,100,99,1.64,accepted,Expedite requested by planner
POL000365-2,PO000365,2,PRD011,800,800,2.72,accepted,Partial receipt allowed
POL000366-1,PO000366,1,PRD020,100,100,3.03,conditional,Inspection certificate required
POL000367-1,PO000367,1,PRD004,100,97,1.64,accepted,Expedite requested by planner
POL000368-1,PO000368,1,PRD015,75,75,2.26,accepted,Expedite requested by planner
POL000369-1,PO000369,1,PRD018,200,200,2.70,accepted,Routine replenishment
POL000370-1,PO000370,1,PRD012,800,800,0.71,accepted,Routine replenishment
POL000370-2,PO000370,2,PRD018,350,350,2.70,accepted,Routine replenishment
POL000370-3,PO000370,3,PRD002,400,399,1.98,accepted,Routine replenishment
POL000371-1,PO000371,1,PRD015,75,75,2.26,accepted,Partial receipt allowed
POL000372-1,PO000372,1,PRD020,600,513,3.03,accepted,Partial receipt allowed
POL000373-1,PO000373,1,PRD009,1400,1400,1.13,accepted,Routine replenishment
POL000374-1,PO000374,1,PRD008,400,400,1.85,accepted,Expedite requested by planner
POL000376-1,PO000376,1,PRD003,350,305,0.54,accepted,Routine replenishment
POL000377-1,PO000377,1,PRD007,400,400,1.25,accepted,Routine replenishment
POL000377-2,PO000377,2,PRD005,1600,1600,2.35,accepted,Partial receipt allowed
POL000377-3,PO000377,3,PRD003,25,25,0.57,accepted,Routine replenishment
POL000379-1,PO000379,1,PRD010,25,25,0.82,accepted,Partial receipt allowed
POL000380-1,PO000380,1,PRD012,300,300,0.94,accepted,Partial receipt allowed
POL000380-2,PO000380,2,PRD006,125,125,1.21,accepted,Routine replenishment
POL000380-3,PO000380,3,PRD019,700,700,2.05,accepted,Routine replenishment
POL000381-1,PO000381,1,PRD016,600,600,4.41,accepted,Expedite requested by planner
POL000382-1,PO000382,1,PRD005,1000,1000,2.35,accepted,Routine replenishment
POL000382-2,PO000382,2,PRD007,250,250,1.25,accepted,Partial receipt allowed
POL000382-3,PO000382,3,PRD003,75,68,0.57,accepted,Partial receipt allowed
POL000383-1,PO000383,1,PRD019,300,300,2.05,accepted,Inspection certificate required
POL000384-1,PO000384,1,PRD016,800,794,3.97,accepted,Partial receipt allowed
POL000385-1,PO000385,1,PRD012,50,50,1.18,rejected,Partial receipt allowed
POL000385-2,PO000385,2,PRD019,50,50,1.20,accepted,Routine replenishment
POL000386-1,PO000386,1,PRD003,350,350,0.54,accepted,Inspection certificate required
POL000387-1,PO000387,1,PRD016,400,400,3.97,rejected,Expedite requested by planner
POL000390-1,PO000390,1,PRD008,100,100,1.31,accepted,Routine replenishment
POL000390-2,PO000390,2,PRD013,100,100,1.20,accepted,Routine replenishment
POL000392-1,PO000392,1,PRD010,50,47,0.82,accepted,Expedite requested by planner
POL000396-1,PO000396,1,PRD009,200,160,1.33,accepted,Partial receipt allowed
POL000397-1,PO000397,1,PRD017,1200,1200,4.86,accepted,Partial receipt allowed
POL000397-2,PO000397,2,PRD013,50,42,1.69,accepted,Inspection certificate required
POL000398-1,PO000398,1,PRD006,75,75,1.21,accepted,Expedite requested by planner
POL000398-2,PO000398,2,PRD019,100,98,2.05,accepted,Routine replenishment
POL000398-3,PO000398,3,PRD012,400,399,0.94,accepted,Inspection certificate required
POL000399-1,PO000399,1,PRD015,50,50,2.26,accepted,Partial receipt allowed
POL000400-1,PO000400,1,PRD019,400,400,1.20,accepted,Inspection certificate required
POL000400-2,PO000400,2,PRD012,25,25,1.18,accepted,Expedite requested by planner
POL000400-3,PO000400,3,PRD020,300,300,4.28,accepted,Inspection certificate required
POL000403-1,PO000403,1,PRD012,150,124,0.94,accepted,Expedite requested by planner
POL000404-1,PO000404,1,PRD015,200,200,2.26,accepted,Expedite requested by planner
POL000407-1,PO000407,1,PRD015,150,150,2.29,conditional,Expedite requested by planner
POL000407-2,PO000407,2,PRD017,1400,1400,5.07,accepted,Routine replenishment
POL000409-1,PO000409,1,PRD003,350,350,0.54,conditional,Routine replenishment
POL000411-1,PO000411,1,PRD012,100,100,1.17,accepted,Inspection certificate required
POL000412-1,PO000412,1,PRD008,50,50,1.31,accepted,Inspection certificate required
POL000413-1,PO000413,1,PRD004,50,47,1.64,accepted,Partial receipt allowed
POL000414-1,PO000414,1,PRD004,150,150,1.64,accepted,Inspection certificate required
POL000414-2,PO000414,2,PRD011,300,300,2.72,accepted,Partial receipt allowed
POL000415-1,PO000415,1,PRD011,200,200,2.79,accepted,Partial receipt allowed
POL000415-2,PO000415,2,PRD002,800,800,1.84,accepted,Partial receipt allowed
POL000416-1,PO000416,1,PRD004,25,22,1.60,accepted,Routine replenishment
POL000417-1,PO000417,1,PRD018,150,150,3.23,accepted,Partial receipt allowed
POL000418-1,PO000418,1,PRD009,1400,1323,1.13,accepted,Inspection certificate required
POL000418-2,PO000418,2,PRD011,200,185,1.77,accepted,Routine replenishment
POL000418-3,PO000418,3,PRD017,500,500,3.30,accepted,Expedite requested by planner
POL000420-1,PO000420,1,PRD010,175,175,0.82,accepted,Partial receipt allowed
POL000421-1,PO000421,1,PRD003,150,150,0.54,accepted,Expedite requested by planner
POL000422-1,PO000422,1,PRD015,1600,1600,3.50,accepted,Partial receipt allowed
POL000423-1,PO000423,1,PRD001,300,300,2.66,accepted,Partial receipt allowed
POL000424-1,PO000424,1,PRD013,100,100,1.69,accepted,Partial receipt allowed
POL000425-1,PO000425,1,PRD006,1600,1600,1.47,accepted,Expedite requested by planner
POL000426-1,PO000426,1,PRD017,1000,1000,5.07,accepted,Inspection certificate required
POL000429-1,PO000429,1,PRD009,150,121,1.15,accepted,Inspection certificate required
POL000429-2,PO000429,2,PRD005,1600,1600,2.63,accepted,Expedite requested by planner
POL000429-3,PO000429,3,PRD001,800,800,2.66,accepted,Routine replenishment
POL000430-1,PO000430,1,PRD010,200,173,0.83,accepted,Inspection certificate required
POL000431-1,PO000431,1,PRD010,200,200,0.96,accepted,Routine replenishment
POL000431-2,PO000431,2,PRD013,700,700,1.37,conditional,Expedite requested by planner
POL000432-1,PO000432,1,PRD006,100,100,1.00,rejected,Routine replenishment
POL000433-1,PO000433,1,PRD008,25,20,1.31,accepted,Routine replenishment
POL000433-2,PO000433,2,PRD013,125,125,1.20,accepted,Routine replenishment
POL000435-1,PO000435,1,PRD004,300,300,1.33,accepted,Routine replenishment
POL000436-1,PO000436,1,PRD010,400,373,0.83,accepted,Routine replenishment
POL000437-1,PO000437,1,PRD014,150,150,2.69,accepted,Expedite requested by planner
POL000438-1,PO000438,1,PRD018,100,100,2.24,accepted,Routine replenishment
POL000438-2,PO000438,2,PRD001,350,350,2.13,accepted,Partial receipt allowed
POL000441-1,PO000441,1,PRD005,800,798,2.35,accepted,Partial receipt allowed
POL000442-1,PO000442,1,PRD005,200,200,1.63,accepted,Routine replenishment
POL000442-2,PO000442,2,PRD020,600,600,4.21,accepted,Expedite requested by planner
POL000444-1,PO000444,1,PRD004,125,125,1.60,accepted,Inspection certificate required
POL000446-1,PO000446,1,PRD008,125,111,1.31,accepted,Inspection certificate required
POL000446-2,PO000446,2,PRD013,100,100,1.20,accepted,Expedite requested by planner
POL000449-1,PO000449,1,PRD019,500,500,2.05,accepted,Inspection certificate required
POL000452-1,PO000452,1,PRD008,150,150,1.31,accepted,Partial receipt allowed
POL000452-2,PO000452,2,PRD013,175,173,1.20,accepted,Routine replenishment
POL000453-1,PO000453,1,PRD015,1400,1210,3.50,accepted,Routine replenishment
POL000457-1,PO000457,1,PRD013,400,322,1.69,accepted,Routine replenishment
POL000457-2,PO000457,2,PRD017,1000,917,4.86,accepted,Partial receipt allowed
POL000458-1,PO000458,1,PRD012,150,150,1.18,accepted,Inspection certificate required
POL000458-2,PO000458,2,PRD020,350,350,4.28,accepted,Inspection certificate required
POL000460-1,PO000460,1,PRD011,200,200,1.77,accepted,Routine replenishment
POL000460-2,PO000460,2,PRD017,600,600,3.30,accepted,Partial receipt allowed
POL000461-1,PO000461,1,PRD015,175,175,2.26,rejected,Routine replenishment
POL000462-1,PO000462,1,PRD013,100,100,1.03,accepted,Partial receipt allowed
POL000462-2,PO000462,2,PRD002,400,333,1.98,accepted,Expedite requested by planner
POL000462-3,PO000462,3,PRD018,50,50,2.70,rejected,Routine replenishment
POL000463-1,PO000463,1,PRD018,100,100,2.70,accepted,Expedite requested by planner
POL000464-1,PO000464,1,PRD010,25,25,0.82,accepted,Inspection certificate required
POL000465-1,PO000465,1,PRD019,400,400,2.05,accepted,Expedite requested by planner
POL000465-2,PO000465,2,PRD006,200,179,1.21,accepted,Inspection certificate required
POL000466-1,PO000466,1,PRD005,800,800,2.35,accepted,Routine replenishment
POL000466-2,PO000466,2,PRD007,250,250,1.25,accepted,Partial receipt allowed
POL000466-3,PO000466,3,PRD003,100,96,0.57,accepted,Inspection certificate required
POL000467-1,PO000467,1,PRD020,150,150,4.28,accepted,Inspection certificate required
POL000468-1,PO000468,1,PRD011,400,400,2.72,accepted,Inspection certificate required
POL000468-2,PO000468,2,PRD004,125,125,1.64,accepted,Inspection certificate required
POL000469-1,PO000469,1,PRD003,350,328,0.54,accepted,Partial receipt allowed
POL000470-1,PO000470,1,PRD020,250,250,4.28,accepted,Partial receipt allowed
POL000470-2,PO000470,2,PRD009,50,41,0.98,accepted,Routine replenishment
POL000471-1,PO000471,1,PRD008,1600,1368,1.85,accepted,Inspection certificate required
POL000473-1,PO000473,1,PRD017,100,80,4.97,accepted,Partial receipt allowed
POL000473-2,PO000473,2,PRD009,200,200,1.33,accepted,Routine replenishment
POL000474-1,PO000474,1,PRD004,500,500,1.33,accepted,Expedite requested by planner
POL000475-1,PO000475,1,PRD002,200,200,1.54,accepted,Partial receipt allowed
POL000476-1,PO000476,1,PRD006,1000,1000,1.47,conditional,Inspection certificate required
POL000476-2,PO000476,2,PRD012,500,500,1.17,accepted,Partial receipt allowed
POL000477-1,PO000477,1,PRD005,175,175,1.63,accepted,Routine replenishment
POL000477-2,PO000477,2,PRD020,200,168,4.21,accepted,Partial receipt allowed
POL000479-1,PO000479,1,PRD004,350,334,2.28,accepted,Routine replenishment
POL000479-2,PO000479,2,PRD001,350,350,2.13,accepted,Inspection certificate required
POL000480-1,PO000480,1,PRD004,25,25,1.60,accepted,Routine replenishment
POL000481-1,PO000481,1,PRD020,600,600,4.21,accepted,Partial receipt allowed
POL000481-2,PO000481,2,PRD005,100,93,1.63,accepted,Expedite requested by planner
POL000482-1,PO000482,1,PRD001,100,84,2.66,accepted,Expedite requested by planner
POL000482-2,PO000482,2,PRD009,175,175,1.15,accepted,Inspection certificate required
POL000482-3,PO000482,3,PRD005,1000,1000,2.63,accepted,Partial receipt allowed
POL000484-1,PO000484,1,PRD005,1600,1600,2.63,accepted,Inspection certificate required
POL000485-1,PO000485,1,PRD011,1200,1200,2.79,conditional,Expedite requested by planner
POL000486-1,PO000486,1,PRD002,800,800,1.84,accepted,Expedite requested by planner
POL000486-2,PO000486,2,PRD011,1000,837,2.79,accepted,Routine replenishment
POL000489-1,PO000489,1,PRD020,400,400,3.03,accepted,Partial receipt allowed
POL000491-1,PO000491,1,PRD013,300,258,1.37,accepted,Expedite requested by planner
POL000491-2,PO000491,2,PRD010,175,175,0.96,accepted,Routine replenishment
POL000492-1,PO000492,1,PRD004,25,25,1.64,accepted,Expedite requested by planner
POL000492-2,PO000492,2,PRD011,200,200,2.72,accepted,Partial receipt allowed
POL000493-1,PO000493,1,PRD006,600,537,1.47,accepted,Routine replenishment
POL000493-2,PO000493,2,PRD012,800,800,1.17,accepted,Expedite requested by planner
POL000494-1,PO000494,1,PRD003,100,100,0.54,accepted,Partial receipt allowed
POL000495-1,PO000495,1,PRD004,50,50,1.60,accepted,Expedite requested by planner
POL000496-1,PO000496,1,PRD003,350,350,0.54,accepted,Partial receipt allowed
POL000497-1,PO000497,1,PRD015,800,800,3.50,accepted,Expedite requested by planner
POL000499-1,PO000499,1,PRD012,100,100,1.17,accepted,Inspection certificate required
POL000499-2,PO000499,2,PRD006,1000,923,1.47,accepted,Partial receipt allowed
POL000501-1,PO000501,1,PRD010,150,150,0.57,rejected,Inspection certificate required
POL000502-1,PO000502,1,PRD015,125,125,2.26,accepted,Routine replenishment
POL000503-1,PO000503,1,PRD018,150,150,3.23,accepted,Inspection certificate required
POL000504-1,PO000504,1,PRD005,400,361,2.35,accepted,Partial receipt allowed
POL000505-1,PO000505,1,PRD012,150,150,1.18,accepted,Inspection certificate required
POL000505-2,PO000505,2,PRD019,400,400,1.20,accepted,Partial receipt allowed
POL000506-1,PO000506,1,PRD007,800,672,0.99,conditional,Routine replenishment
POL000507-1,PO000507,1,PRD005,400,387,2.35,accepted,Expedite requested by planner
POL000508-1,PO000508,1,PRD015,800,800,3.50,accepted,Expedite requested by planner
POL000509-1,PO000509,1,PRD017,1200,1200,4.86,conditional,Partial receipt allowed
POL000510-1,PO000510,1,PRD004,400,391,2.28,accepted,Routine replenishment
POL000510-2,PO000510,2,PRD001,350,298,2.13,accepted,Expedite requested by planner
POL000510-3,PO000510,3,PRD018,300,300,2.24,accepted,Routine replenishment
POL000511-1,PO000511,1,PRD006,1600,1320,1.47,rejected,Expedite requested by planner
POL000511-2,PO000511,2,PRD012,600,600,1.17,accepted,Expedite requested by planner
POL000512-1,PO000512,1,PRD018,350,350,2.70,conditional,Expedite requested by planner
POL000512-2,PO000512,2,PRD012,1600,1600,0.71,accepted,Routine replenishment
POL000514-1,PO000514,1,PRD008,600,566,1.85,accepted,Inspection certificate required
POL000515-1,PO000515,1,PRD002,600,600,1.84,accepted,Inspection certificate required
POL000516-1,PO000516,1,PRD015,1400,1400,3.50,accepted,Expedite requested by planner
POL000517-1,PO000517,1,PRD016,100,100,4.41,accepted,Partial receipt allowed
POL000518-1,PO000518,1,PRD014,350,350,2.69,accepted,Routine replenishment
POL000518-2,PO000518,2,PRD016,200,167,3.97,accepted,Routine replenishment
POL000519-1,PO000519,1,PRD010,600,600,0.83,accepted,Routine replenishment
POL000520-1,PO000520,1,PRD017,800,800,3.30,accepted,Inspection certificate required
POL000520-2,PO000520,2,PRD009,400,400,1.13,accepted,Inspection certificate required
POL000520-3,PO000520,3,PRD011,800,800,1.77,accepted,Expedite requested by planner
POL000523-1,PO000523,1,PRD015,150,150,2.26,accepted,Expedite requested by planner
POL000524-1,PO000524,1,PRD004,800,800,1.33,accepted,Partial receipt allowed
POL000525-1,PO000525,1,PRD007,200,200,0.99,accepted,Inspection certificate required
POL000525-2,PO000525,2,PRD010,400,334,0.83,accepted,Partial receipt allowed
POL000525-3,PO000525,3,PRD016,50,50,4.22,accepted,Expedite requested by planner
POL000526-1,PO000526,1,PRD009,50,50,1.15,accepted,Partial receipt allowed
POL000526-2,PO000526,2,PRD005,200,189,2.63,conditional,Expedite requested by planner
POL000527-1,PO000527,1,PRD010,700,700,0.83,accepted,Inspection certificate required
POL000528-1,PO000528,1,PRD018,125,125,3.23,accepted,Expedite requested by planner
POL000529-1,PO000529,1,PRD001,300,300,2.13,accepted,Routine replenishment
POL000530-1,PO000530,1,PRD019,700,700,2.05,accepted,Routine replenishment
POL000531-1,PO000531,1,PRD017,1000,884,5.07,rejected,Inspection certificate required
POL000531-2,PO000531,2,PRD015,75,75,2.29,accepted,Expedite requested by planner
POL000532-1,PO000532,1,PRD002,600,561,1.84,accepted,Partial receipt allowed
POL000532-2,PO000532,2,PRD011,1200,1200,2.79,accepted,Routine replenishment
POL000533-1,PO000533,1,PRD018,200,165,3.23,accepted,Expedite requested by planner
POL000534-1,PO000534,1,PRD008,175,175,1.31,accepted,Inspection certificate required
POL000534-2,PO000534,2,PRD013,200,200,1.20,rejected,Inspection certificate required
POL000535-1,PO000535,1,PRD013,400,394,1.69,accepted,Inspection certificate required
POL000536-1,PO000536,1,PRD010,125,125,0.96,accepted,Inspection certificate required
POL000537-1,PO000537,1,PRD008,1000,1000,1.85,conditional,Inspection certificate required
POL000538-1,PO000538,1,PRD006,25,25,1.21,accepted,Routine replenishment
POL000540-1,PO000540,1,PRD004,200,200,1.33,rejected,Expedite requested by planner
POL000541-1,PO000541,1,PRD020,800,800,4.21,accepted,Expedite requested by planner
POL000541-2,PO000541,2,PRD005,100,86,1.63,accepted,Routine replenishment
POL000542-1,PO000542,1,PRD002,100,100,1.54,conditional,Inspection certificate required
POL000542-2,PO000542,2,PRD001,50,50,2.43,conditional,Inspection certificate required
POL000542-3,PO000542,3,PRD014,100,100,3.44,accepted,Inspection certificate required
POL000545-1,PO000545,1,PRD016,400,400,4.41,accepted,Expedite requested by planner
POL000547-1,PO000547,1,PRD005,50,50,1.63,accepted,Expedite requested by planner
POL000547-2,PO000547,2,PRD020,1600,1600,4.21,accepted,Routine replenishment
POL000548-1,PO000548,1,PRD015,175,175,2.26,accepted,Routine replenishment
POL000549-1,PO000549,1,PRD017,1000,848,5.07,conditional,Expedite requested by planner
POL000549-2,PO000549,2,PRD015,125,106,2.29,accepted,Routine replenishment
POL000550-1,PO000550,1,PRD002,1200,1200,1.84,accepted,Partial receipt allowed
POL000552-1,PO000552,1,PRD016,1400,1400,3.97,accepted,Routine replenishment
POL000552-2,PO000552,2,PRD014,150,150,2.69,accepted,Expedite requested by planner
POL000554-1,PO000554,1,PRD017,1600,1600,5.07,accepted,Expedite requested by planner
POL000554-2,PO000554,2,PRD015,100,100,2.29,accepted,Expedite requested by planner
POL000555-1,PO000555,1,PRD015,75,72,2.26,accepted,Partial receipt allowed
POL000556-1,PO000556,1,PRD013,400,400,1.37,accepted,Inspection certificate required
POL000556-2,PO000556,2,PRD010,125,114,0.96,accepted,Partial receipt allowed
POL000558-1,PO000558,1,PRD016,400,400,4.41,accepted,Routine replenishment
POL000560-1,PO000560,1,PRD006,25,25,1.00,accepted,Routine replenishment
POL000561-1,PO000561,1,PRD010,200,200,0.57,accepted,Expedite requested by planner
POL000564-1,PO000564,1,PRD007,400,400,0.99,accepted,Partial receipt allowed
POL000564-2,PO000564,2,PRD010,100,100,0.83,accepted,Expedite requested by planner
POL000565-1,PO000565,1,PRD014,100,100,3.44,accepted,Expedite requested by planner
POL000565-2,PO000565,2,PRD001,100,100,2.43,accepted,Expedite requested by planner
POL000565-3,PO000565,3,PRD002,100,100,1.54,accepted,Inspection certificate required
POL000567-1,PO000567,1,PRD012,1400,1400,0.71,accepted,Partial receipt allowed
POL000567-2,PO000567,2,PRD002,100,100,1.98,accepted,Expedite requested by planner
POL000568-1,PO000568,1,PRD002,100,100,1.98,rejected,Routine replenishment
POL000568-2,PO000568,2,PRD018,200,200,2.70,conditional,Inspection certificate required
POL000569-1,PO000569,1,PRD005,200,200,1.63,accepted,Partial receipt allowed
POL000570-1,PO000570,1,PRD010,50,50,0.82,accepted,Inspection certificate required
POL000571-1,PO000571,1,PRD010,200,200,0.83,accepted,Routine replenishment
POL000572-1,PO000572,1,PRD004,400,400,2.28,accepted,Partial receipt allowed
POL000572-2,PO000572,2,PRD018,100,90,2.24,accepted,Inspection certificate required
POL000572-3,PO000572,3,PRD001,100,100,2.13,accepted,Expedite requested by planner
POL000573-1,PO000573,1,PRD015,150,150,2.26,accepted,Partial receipt allowed
POL000574-1,PO000574,1,PRD010,175,175,0.82,accepted,Expedite requested by planner
POL000575-1,PO000575,1,PRD015,600,600,3.50,accepted,Routine replenishment
POL000576-1,PO000576,1,PRD017,800,800,3.30,accepted,Expedite requested by planner
POL000577-1,PO000577,1,PRD015,75,75,2.26,accepted,Routine replenishment
POL000578-1,PO000578,1,PRD003,175,175,0.57,accepted,Inspection certificate required
POL000578-2,PO000578,2,PRD007,200,200,1.25,accepted,Expedite requested by planner
POL000578-3,PO000578,3,PRD005,400,400,2.35,accepted,Expedite requested by planner
POL000580-1,PO000580,1,PRD011,600,600,1.77,accepted,Expedite requested by planner
POL000580-2,PO000580,2,PRD009,1600,1600,1.13,accepted,Expedite requested by planner
POL000581-1,PO000581,1,PRD006,600,600,1.47,accepted,Expedite requested by planner
POL000584-1,PO000584,1,PRD016,400,400,4.41,accepted,Expedite requested by planner
POL000585-1,PO000585,1,PRD010,75,75,0.82,accepted,Inspection certificate required
POL000586-1,PO000586,1,PRD018,400,400,2.24,accepted,Inspection certificate required
POL000588-1,PO000588,1,PRD006,200,200,1.21,accepted,Partial receipt allowed
POL000588-2,PO000588,2,PRD012,150,147,0.94,rejected,Inspection certificate required
POL000588-3,PO000588,3,PRD019,600,600,2.05,accepted,Partial receipt allowed
POL000589-1,PO000589,1,PRD011,1000,830,2.79,rejected,Partial receipt allowed
POL000592-1,PO000592,1,PRD001,100,100,2.43,accepted,Partial receipt allowed
POL000592-2,PO000592,2,PRD015,200,200,2.26,accepted,Partial receipt allowed
POL000595-1,PO000595,1,PRD008,50,50,1.31,accepted,Expedite requested by planner
POL000595-2,PO000595,2,PRD013,150,150,1.20,accepted,Expedite requested by planner
POL000596-1,PO000596,1,PRD013,400,352,1.69,accepted,Inspection certificate required
POL000596-2,PO000596,2,PRD017,1400,1400,4.86,accepted,Routine replenishment
POL000598-1,PO000598,1,PRD020,100,100,3.03,accepted,Expedite requested by planner
