anomaly_id,equipment_id,event_time,severity,anomaly_type,description
AE0107,EQ033,2025-02-05 17:38:00,low,label vision inspection failure,AE0107 on EQ033 (Checkweigher 033) was traced to lighting intensity below the validated inspection range; the operator isolated the affected station and maintenance inspected the signal path; the reading returned within the control limit and production resumed under observation.
AE0108,EQ015,2026-03-09 23:22:00,medium,sealing pressure loss,"AE0108 on EQ015 (Filling Machine 015) was traced to a regulator that responded slowly to load changes; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0109,EQ009,2024-09-28 14:04:00,high,barcode sensor dropout,AE0109 on EQ009 (Filling Machine 009) was traced to an intermittent connector at the sensor terminal; the shift lead moved work to a standby asset while engineering checked the operating history; the reading returned within the control limit and production resumed under observation.
AE0110,EQ008,2026-12-16 13:23:00,low,label vision inspection failure,"AE0110 on EQ008 (Conveyor 008) was traced to lighting intensity below the validated inspection range; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the reading returned within the control limit and production resumed under observation."
AE0111,EQ030,2024-07-26 09:36:00,medium,barcode sensor dropout,"AE0111 on EQ030 (Cartoner 030) was traced to a contaminated sensing surface that weakened the signal; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0112,EQ015,2024-12-08 05:42:00,low,barcode sensor dropout,"AE0112 on EQ015 (Filling Machine 015) was traced to an intermittent connector at the sensor terminal; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0113,EQ038,2026-11-16 01:46:00,critical,label vision inspection failure,"AE0113 on EQ038 (Filling Machine 038) was traced to lighting intensity below the validated inspection range; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the reading returned within the control limit and production resumed under observation."
AE0114,EQ003,2025-11-04 22:12:00,medium,barcode sensor dropout,"AE0114 on EQ003 (Conveyor 003) was traced to a contaminated sensing surface that weakened the signal; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0115,EQ015,2024-02-14 15:45:00,low,sealing pressure loss,"AE0115 on EQ015 (Filling Machine 015) was traced to a loosened fitting in the pneumatic circuit; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0116,EQ034,2026-10-23 18:05:00,low,sealing pressure loss,"AE0116 on EQ034 (Conveyor 034) was traced to seal wear that allowed a gradual pressure leak; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0117,EQ022,2025-03-15 08:28:00,medium,conveyor bearing vibration,"AE0117 on EQ022 (Cartoner 022) was traced to wear in the drive-side bearing race; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0118,EQ034,2026-05-08 08:05:00,low,power instability,"AE0118 on EQ034 (Conveyor 034) was traced to a brief voltage sag on the shared distribution panel; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0119,EQ023,2024-05-29 19:07:00,critical,barcode sensor dropout,"AE0119 on EQ023 (Checkweigher 023) was traced to electrical noise near the signal cable; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0120,EQ008,2024-04-02 20:20:00,low,label vision inspection failure,"AE0120 on EQ008 (Conveyor 008) was traced to a fixture position shift that changed the camera angle; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0121,EQ021,2026-09-04 13:57:00,medium,cold-chain temperature drift,"AE0121 on EQ021 (Checkweigher 021) was traced to restricted airflow around the control cabinet; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0122,EQ035,2024-07-08 16:11:00,critical,barcode sensor dropout,AE0122 on EQ035 (Metal Detector 035) was traced to electrical noise near the signal cable; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0123,EQ005,2026-07-06 21:41:00,low,packing cycle time deviation,"AE0123 on EQ005 (Filling Machine 005) was traced to operator sequencing differences during a product changeover; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0124,EQ025,2024-03-18 15:42:00,low,cold-chain temperature drift,"AE0124 on EQ025 (Filling Machine 025) was traced to restricted airflow around the control cabinet; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0125,EQ032,2026-11-21 08:14:00,medium,label vision inspection failure,"AE0125 on EQ032 (Cartoner 032) was traced to lighting intensity below the validated inspection range; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0126,EQ001,2025-05-06 06:31:00,critical,cold-chain temperature drift,"AE0126 on EQ001 (Checkweigher 001) was traced to thermal drift after repeated high-load cycles; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0127,EQ040,2025-09-14 05:19:00,low,power instability,AE0127 on EQ040 (Palletizer 040) was traced to a brief voltage sag on the shared distribution panel; the shift lead moved work to a standby asset while engineering checked the operating history; the reading returned within the control limit and production resumed under observation.
AE0128,EQ034,2024-08-16 10:41:00,low,label vision inspection failure,AE0128 on EQ034 (Conveyor 034) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0129,EQ017,2026-10-11 13:35:00,high,cold-chain temperature drift,"AE0129 on EQ017 (Cartoner 017) was traced to thermal drift after repeated high-load cycles; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0130,EQ031,2025-04-14 11:18:00,low,conveyor bearing vibration,"AE0130 on EQ031 (Metal Detector 031) was traced to lubricant degradation after an extended duty cycle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0131,EQ029,2025-06-21 18:39:00,low,conveyor bearing vibration,"AE0131 on EQ029 (Label Applicator 029) was traced to misalignment that increased radial load; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0132,EQ017,2024-02-17 18:13:00,medium,sealing pressure loss,AE0132 on EQ017 (Cartoner 017) was traced to a regulator that responded slowly to load changes; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0133,EQ005,2025-04-15 15:37:00,medium,label vision inspection failure,"AE0133 on EQ005 (Filling Machine 005) was traced to residue on the inspection lens; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0134,EQ005,2024-02-24 16:06:00,medium,sealing pressure loss,"AE0134 on EQ005 (Filling Machine 005) was traced to seal wear that allowed a gradual pressure leak; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0135,EQ032,2026-06-29 11:12:00,low,label vision inspection failure,"AE0135 on EQ032 (Cartoner 032) was traced to a fixture position shift that changed the camera angle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0136,EQ007,2026-05-30 12:51:00,low,power instability,"AE0136 on EQ007 (Conveyor 007) was traced to a brief voltage sag on the shared distribution panel; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0137,EQ020,2025-11-03 09:31:00,medium,barcode sensor dropout,"AE0137 on EQ020 (Case Packer 020) was traced to electrical noise near the signal cable; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0138,EQ020,2026-07-04 00:42:00,critical,power instability,"AE0138 on EQ020 (Case Packer 020) was traced to load switching from adjacent equipment that disturbed the supply; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0139,EQ020,2025-05-11 16:58:00,medium,power instability,"AE0139 on EQ020 (Case Packer 020) was traced to a brief voltage sag on the shared distribution panel; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0140,EQ003,2024-05-20 12:14:00,low,power instability,"AE0140 on EQ003 (Conveyor 003) was traced to a loose terminal in the local power cabinet; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0141,EQ002,2024-07-15 04:04:00,high,sealing pressure loss,AE0141 on EQ002 (Cartoner 002) was traced to a regulator that responded slowly to load changes; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0142,EQ018,2025-04-22 00:39:00,low,conveyor bearing vibration,"AE0142 on EQ018 (Label Applicator 018) was traced to lubricant degradation after an extended duty cycle; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0143,EQ010,2026-04-10 18:06:00,low,barcode sensor dropout,"AE0143 on EQ010 (Filling Machine 010) was traced to electrical noise near the signal cable; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0144,EQ031,2024-08-20 13:45:00,medium,label vision inspection failure,"AE0144 on EQ031 (Metal Detector 031) was traced to a fixture position shift that changed the camera angle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0145,EQ020,2025-01-31 08:26:00,low,power instability,"AE0145 on EQ020 (Case Packer 020) was traced to a brief voltage sag on the shared distribution panel; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0146,EQ034,2026-11-08 23:55:00,medium,packing cycle time deviation,AE0146 on EQ034 (Conveyor 034) was traced to a controller timing parameter that had drifted from baseline; the operator isolated the affected station and maintenance inspected the signal path; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0147,EQ037,2024-12-31 13:08:00,low,cold-chain temperature drift,"AE0147 on EQ037 (Label Applicator 037) was traced to thermal drift after repeated high-load cycles; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0148,EQ032,2024-12-18 06:39:00,medium,sealing pressure loss,"AE0148 on EQ032 (Cartoner 032) was traced to a loosened fitting in the pneumatic circuit; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0149,EQ022,2025-01-07 03:36:00,critical,barcode sensor dropout,"AE0149 on EQ022 (Cartoner 022) was traced to electrical noise near the signal cable; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; output stabilized after the intervention and the lot was released after an additional quality check."
AE0150,EQ009,2025-10-01 01:32:00,low,cold-chain temperature drift,"AE0150 on EQ009 (Filling Machine 009) was traced to thermal drift after repeated high-load cycles; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0151,EQ040,2025-06-12 01:08:00,medium,packing cycle time deviation,"AE0151 on EQ040 (Palletizer 040) was traced to material feeding friction that lengthened the transfer step; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0152,EQ005,2024-02-15 15:37:00,medium,conveyor bearing vibration,"AE0152 on EQ005 (Filling Machine 005) was traced to misalignment that increased radial load; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0153,EQ012,2024-06-08 13:01:00,medium,packing cycle time deviation,"AE0153 on EQ012 (Checkweigher 012) was traced to operator sequencing differences during a product changeover; the shift lead moved work to a standby asset while engineering checked the operating history; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0154,EQ030,2024-04-10 03:17:00,low,conveyor bearing vibration,"AE0154 on EQ030 (Cartoner 030) was traced to lubricant degradation after an extended duty cycle; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0155,EQ024,2025-10-29 17:55:00,medium,label vision inspection failure,AE0155 on EQ024 (Label Applicator 024) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0156,EQ038,2025-06-08 02:09:00,low,cold-chain temperature drift,"AE0156 on EQ038 (Filling Machine 038) was traced to thermal drift after repeated high-load cycles; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0157,EQ011,2025-02-13 19:45:00,high,label vision inspection failure,AE0157 on EQ011 (Metal Detector 011) was traced to residue on the inspection lens; the operator isolated the affected station and maintenance inspected the signal path; output stabilized after the intervention and the lot was released after an additional quality check.
AE0158,EQ020,2025-05-05 17:23:00,low,cold-chain temperature drift,AE0158 on EQ020 (Case Packer 020) was traced to a cooling fan operating below its rated speed; the shift lead moved work to a standby asset while engineering checked the operating history; the reading returned within the control limit and production resumed under observation.
AE0159,EQ019,2024-12-01 04:23:00,critical,power instability,AE0159 on EQ019 (Filling Machine 019) was traced to load switching from adjacent equipment that disturbed the supply; the shift lead moved work to a standby asset while engineering checked the operating history; the reading returned within the control limit and production resumed under observation.
AE0160,EQ008,2025-07-14 08:37:00,low,power instability,AE0160 on EQ008 (Conveyor 008) was traced to a brief voltage sag on the shared distribution panel; the operator isolated the affected station and maintenance inspected the signal path; the reading returned within the control limit and production resumed under observation.
AE0161,EQ024,2024-04-03 03:28:00,medium,barcode sensor dropout,"AE0161 on EQ024 (Label Applicator 024) was traced to electrical noise near the signal cable; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0162,EQ019,2026-07-10 08:09:00,medium,sealing pressure loss,"AE0162 on EQ019 (Filling Machine 019) was traced to a regulator that responded slowly to load changes; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0163,EQ014,2026-02-01 08:30:00,medium,label vision inspection failure,"AE0163 on EQ014 (Conveyor 014) was traced to residue on the inspection lens; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0164,EQ013,2026-11-29 06:20:00,medium,label vision inspection failure,AE0164 on EQ013 (Case Packer 013) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0165,EQ039,2025-07-23 07:56:00,low,cold-chain temperature drift,"AE0165 on EQ039 (Filling Machine 039) was traced to thermal drift after repeated high-load cycles; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0166,EQ015,2025-02-24 05:26:00,medium,sealing pressure loss,"AE0166 on EQ015 (Filling Machine 015) was traced to a loosened fitting in the pneumatic circuit; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0167,EQ009,2025-03-14 16:57:00,medium,conveyor bearing vibration,"AE0167 on EQ009 (Filling Machine 009) was traced to misalignment that increased radial load; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0168,EQ020,2024-04-28 12:21:00,medium,cold-chain temperature drift,"AE0168 on EQ020 (Case Packer 020) was traced to thermal drift after repeated high-load cycles; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0169,EQ005,2024-02-11 05:11:00,low,power instability,"AE0169 on EQ005 (Filling Machine 005) was traced to a brief voltage sag on the shared distribution panel; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0170,EQ016,2026-04-26 02:10:00,low,label vision inspection failure,AE0170 on EQ016 (Checkweigher 016) was traced to lighting intensity below the validated inspection range; the operator isolated the affected station and maintenance inspected the signal path; the reading returned within the control limit and production resumed under observation.
AE0171,EQ002,2024-09-18 23:45:00,medium,power instability,"AE0171 on EQ002 (Cartoner 002) was traced to load switching from adjacent equipment that disturbed the supply; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; output stabilized after the intervention and the lot was released after an additional quality check."
AE0172,EQ022,2026-07-16 06:34:00,medium,packing cycle time deviation,"AE0172 on EQ022 (Cartoner 022) was traced to material feeding friction that lengthened the transfer step; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0173,EQ022,2026-09-24 06:31:00,critical,label vision inspection failure,AE0173 on EQ022 (Cartoner 022) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0174,EQ033,2026-01-04 21:36:00,high,conveyor bearing vibration,"AE0174 on EQ033 (Checkweigher 033) was traced to wear in the drive-side bearing race; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0175,EQ012,2024-11-19 16:23:00,critical,power instability,"AE0175 on EQ012 (Checkweigher 012) was traced to a brief voltage sag on the shared distribution panel; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0176,EQ004,2025-01-20 00:45:00,low,barcode sensor dropout,"AE0176 on EQ004 (Filling Machine 004) was traced to electrical noise near the signal cable; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0177,EQ038,2024-11-06 23:29:00,low,conveyor bearing vibration,"AE0177 on EQ038 (Filling Machine 038) was traced to wear in the drive-side bearing race; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the reading returned within the control limit and production resumed under observation."
AE0178,EQ030,2024-05-06 23:02:00,medium,conveyor bearing vibration,AE0178 on EQ030 (Cartoner 030) was traced to lubricant degradation after an extended duty cycle; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0179,EQ031,2025-09-07 19:03:00,medium,cold-chain temperature drift,"AE0179 on EQ031 (Metal Detector 031) was traced to a cooling fan operating below its rated speed; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0180,EQ006,2026-12-28 21:03:00,low,conveyor bearing vibration,"AE0180 on EQ006 (Cartoner 006) was traced to wear in the drive-side bearing race; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0181,EQ025,2025-07-27 01:58:00,low,packing cycle time deviation,"AE0181 on EQ025 (Filling Machine 025) was traced to material feeding friction that lengthened the transfer step; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the reading returned within the control limit and production resumed under observation."
AE0182,EQ023,2025-01-27 23:01:00,low,label vision inspection failure,"AE0182 on EQ023 (Checkweigher 023) was traced to lighting intensity below the validated inspection range; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0183,EQ004,2025-12-30 14:52:00,medium,conveyor bearing vibration,"AE0183 on EQ004 (Filling Machine 004) was traced to wear in the drive-side bearing race; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0184,EQ011,2026-06-22 08:01:00,medium,packing cycle time deviation,"AE0184 on EQ011 (Metal Detector 011) was traced to material feeding friction that lengthened the transfer step; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; output stabilized after the intervention and the lot was released after an additional quality check."
AE0185,EQ004,2026-02-06 09:49:00,low,power instability,"AE0185 on EQ004 (Filling Machine 004) was traced to a loose terminal in the local power cabinet; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0186,EQ028,2026-06-30 20:08:00,low,cold-chain temperature drift,"AE0186 on EQ028 (Cartoner 028) was traced to thermal drift after repeated high-load cycles; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0187,EQ022,2026-11-26 22:26:00,medium,cold-chain temperature drift,AE0187 on EQ022 (Cartoner 022) was traced to restricted airflow around the control cabinet; the operator isolated the affected station and maintenance inspected the signal path; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0188,EQ037,2024-09-14 15:36:00,medium,barcode sensor dropout,"AE0188 on EQ037 (Label Applicator 037) was traced to electrical noise near the signal cable; the operator isolated the affected station and maintenance inspected the signal path; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0189,EQ013,2024-11-23 23:18:00,medium,label vision inspection failure,AE0189 on EQ013 (Case Packer 013) was traced to a fixture position shift that changed the camera angle; the operator isolated the affected station and maintenance inspected the signal path; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0190,EQ005,2024-09-20 08:10:00,critical,packing cycle time deviation,"AE0190 on EQ005 (Filling Machine 005) was traced to material feeding friction that lengthened the transfer step; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the reading returned within the control limit and production resumed under observation."
AE0191,EQ020,2025-11-14 12:53:00,medium,conveyor bearing vibration,AE0191 on EQ020 (Case Packer 020) was traced to misalignment that increased radial load; the shift lead moved work to a standby asset while engineering checked the operating history; output stabilized after the intervention and the lot was released after an additional quality check.
AE0192,EQ025,2026-12-18 08:33:00,medium,conveyor bearing vibration,"AE0192 on EQ025 (Filling Machine 025) was traced to wear in the drive-side bearing race; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; output stabilized after the intervention and the lot was released after an additional quality check."
AE0193,EQ019,2025-03-17 01:10:00,high,packing cycle time deviation,"AE0193 on EQ019 (Filling Machine 019) was traced to material feeding friction that lengthened the transfer step; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0194,EQ029,2024-03-05 04:58:00,high,label vision inspection failure,"AE0194 on EQ029 (Label Applicator 029) was traced to lighting intensity below the validated inspection range; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the reading returned within the control limit and production resumed under observation."
AE0195,EQ008,2025-07-05 21:50:00,medium,cold-chain temperature drift,"AE0195 on EQ008 (Conveyor 008) was traced to thermal drift after repeated high-load cycles; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0196,EQ026,2025-10-06 07:44:00,low,label vision inspection failure,AE0196 on EQ026 (Cartoner 026) was traced to residue on the inspection lens; the shift lead moved work to a standby asset while engineering checked the operating history; the asset remained available at reduced speed and engineering opened a follow-up reliability review.
AE0197,EQ012,2026-11-15 05:43:00,high,packing cycle time deviation,"AE0197 on EQ012 (Checkweigher 012) was traced to a controller timing parameter that had drifted from baseline; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0198,EQ008,2025-11-11 20:10:00,medium,barcode sensor dropout,"AE0198 on EQ008 (Conveyor 008) was traced to a contaminated sensing surface that weakened the signal; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0199,EQ028,2025-08-26 08:28:00,high,power instability,"AE0199 on EQ028 (Cartoner 028) was traced to a brief voltage sag on the shared distribution panel; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; output stabilized after the intervention and the lot was released after an additional quality check."
AE0200,EQ004,2026-09-30 19:42:00,low,packing cycle time deviation,"AE0200 on EQ004 (Filling Machine 004) was traced to a controller timing parameter that had drifted from baseline; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0201,EQ010,2026-01-09 13:45:00,low,cold-chain temperature drift,"AE0201 on EQ010 (Filling Machine 010) was traced to thermal drift after repeated high-load cycles; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0202,EQ006,2024-12-17 07:35:00,low,conveyor bearing vibration,"AE0202 on EQ006 (Cartoner 006) was traced to lubricant degradation after an extended duty cycle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; output stabilized after the intervention and the lot was released after an additional quality check."
AE0203,EQ003,2024-03-19 06:40:00,high,label vision inspection failure,"AE0203 on EQ003 (Conveyor 003) was traced to lighting intensity below the validated inspection range; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0204,EQ038,2026-01-29 21:57:00,high,cold-chain temperature drift,"AE0204 on EQ038 (Filling Machine 038) was traced to thermal drift after repeated high-load cycles; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0205,EQ020,2024-09-17 06:52:00,medium,conveyor bearing vibration,"AE0205 on EQ020 (Case Packer 020) was traced to lubricant degradation after an extended duty cycle; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0206,EQ014,2024-01-05 00:31:00,high,label vision inspection failure,"AE0206 on EQ014 (Conveyor 014) was traced to lighting intensity below the validated inspection range; the operator isolated the affected station and maintenance inspected the signal path; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0207,EQ031,2024-09-22 19:05:00,low,cold-chain temperature drift,"AE0207 on EQ031 (Metal Detector 031) was traced to thermal drift after repeated high-load cycles; the shift lead moved work to a standby asset while engineering checked the operating history; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
AE0208,EQ001,2026-05-24 05:33:00,high,label vision inspection failure,"AE0208 on EQ001 (Checkweigher 001) was traced to residue on the inspection lens; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; output stabilized after the intervention and the lot was released after an additional quality check."
AE0209,EQ007,2024-02-23 13:41:00,medium,barcode sensor dropout,"AE0209 on EQ007 (Conveyor 007) was traced to electrical noise near the signal cable; the team cleaned the affected assembly, restored the standard setting, and monitored three test cycles; the asset remained available at reduced speed and engineering opened a follow-up reliability review."
AE0210,EQ036,2026-05-29 10:35:00,low,cold-chain temperature drift,"AE0210 on EQ036 (Cartoner 036) was traced to thermal drift after repeated high-load cycles; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0211,EQ033,2024-12-24 16:24:00,low,conveyor bearing vibration,"AE0211 on EQ033 (Checkweigher 033) was traced to lubricant degradation after an extended duty cycle; the technician paused the cycle, verified the physical connections, and recalibrated the control point; the follow-up trial showed no recurrence, although a preventive inspection was added to the next shift."
AE0212,EQ002,2024-08-31 04:57:00,high,conveyor bearing vibration,"AE0212 on EQ002 (Cartoner 002) was traced to misalignment that increased radial load; maintenance reduced the load, replaced the suspect consumable, and ran a controlled trial; the alarm cleared during verification, with a replacement part scheduled to reduce recurrence risk."
