downtime_id,equipment_id,anomaly_id,start_time,end_time,hours,affected_product_id,description
DT0169,EQ005,AE0169,2024-02-11 05:17:00,2024-02-11 16:17:00,11.0,PRD019,DT0169 linked to AE0169 on EQ005 occurred because the unresolved power instability condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0170,EQ016,AE0170,2026-04-26 02:45:00,2026-04-26 09:45:00,7.0,PRD009,DT0170 linked to AE0170 on EQ016 occurred because the unresolved label vision inspection failure condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0171,EQ002,AE0171,2024-09-19 00:51:00,2024-09-19 03:45:00,2.9,PRD009,"DT0171 linked to AE0171 on EQ002 occurred because repeated power instability alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0172,EQ022,AE0172,2026-07-16 07:04:00,2026-07-18 05:16:00,46.2,PRD017,"DT0172 linked to AE0172 on EQ022 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0173,EQ022,AE0173,2026-09-24 07:25:00,2026-09-26 00:13:00,40.8,PRD013,"DT0173 linked to AE0173 on EQ022 occurred because the label vision inspection failure signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0174,EQ033,AE0174,2026-01-04 22:24:00,2026-01-07 22:12:00,71.8,PRD002,DT0174 linked to AE0174 on EQ033 occurred because the unresolved conveyor bearing vibration condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0175,EQ012,AE0175,2024-11-19 16:48:00,2024-11-22 09:48:00,65.0,PRD007,"DT0175 linked to AE0175 on EQ012 occurred because repeated power instability alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0179,EQ031,AE0179,2025-09-07 19:46:00,2025-09-09 20:28:00,48.7,PRD020,"DT0179 linked to AE0179 on EQ031 occurred because repeated cold-chain temperature drift alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0180,EQ006,AE0180,2026-12-28 22:09:00,2026-12-31 16:27:00,66.3,PRD019,"DT0180 linked to AE0180 on EQ006 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0187,EQ022,AE0187,2026-11-26 23:09:00,2026-11-27 16:09:00,17.0,PRD012,DT0187 linked to AE0187 on EQ022 occurred because the unresolved cold-chain temperature drift condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0189,EQ013,AE0189,2024-11-24 00:43:00,2024-11-25 11:55:00,35.2,PRD011,"DT0189 linked to AE0189 on EQ013 occurred because inspection after the label vision inspection failure alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0190,EQ005,AE0190,2024-09-20 08:41:00,2024-09-20 17:59:00,9.3,PRD006,"DT0190 linked to AE0190 on EQ005 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0191,EQ020,AE0191,2025-11-14 13:27:00,2025-11-16 08:51:00,43.4,PRD010,"DT0191 linked to AE0191 on EQ020 occurred because the conveyor bearing vibration signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0193,EQ019,AE0193,2025-03-17 02:28:00,2025-03-19 09:28:00,55.0,PRD015,"DT0193 linked to AE0193 on EQ019 occurred because repeated packing cycle time deviation alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0194,EQ029,AE0194,2024-03-05 05:38:00,2024-03-06 12:08:00,30.5,PRD002,"DT0194 linked to AE0194 on EQ029 occurred because inspection after the label vision inspection failure alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0197,EQ012,AE0197,2026-11-15 06:16:00,2026-11-16 03:10:00,20.9,PRD011,"DT0197 linked to AE0197 on EQ012 occurred because repeated packing cycle time deviation alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0199,EQ028,AE0199,2025-08-26 09:20:00,2025-08-26 21:44:00,12.4,PRD008,"DT0199 linked to AE0199 on EQ028 occurred because the power instability signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0200,EQ004,AE0200,2026-09-30 21:06:00,2026-10-03 08:42:00,59.6,PRD004,"DT0200 linked to AE0200 on EQ004 occurred because inspection after the packing cycle time deviation alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0202,EQ006,AE0202,2024-12-17 07:40:00,2024-12-18 09:16:00,25.6,PRD005,DT0202 linked to AE0202 on EQ006 occurred because the unresolved conveyor bearing vibration condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0203,EQ003,AE0203,2024-03-19 07:16:00,2024-03-20 04:34:00,21.3,PRD008,"DT0203 linked to AE0203 on EQ003 occurred because repeated label vision inspection failure alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0204,EQ038,AE0204,2026-01-29 22:45:00,2026-01-31 17:27:00,42.7,PRD013,"DT0204 linked to AE0204 on EQ038 occurred because inspection after the cold-chain temperature drift alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0206,EQ014,AE0206,2024-01-05 01:44:00,2024-01-05 02:50:00,1.1,PRD001,DT0206 linked to AE0206 on EQ014 occurred because the unresolved label vision inspection failure condition required the asset to be taken out of service; operations rerouted available work while technicians corrected the setting and verified interlocks; the affected product was held for inspection and released after the restart samples passed.
DT0207,EQ031,AE0207,2024-09-22 19:45:00,2024-09-22 22:33:00,2.8,PRD004,"DT0207 linked to AE0207 on EQ031 occurred because repeated cold-chain temperature drift alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
DT0208,EQ001,AE0208,2026-05-24 07:03:00,2026-05-25 12:51:00,29.8,PRD003,"DT0208 linked to AE0208 on EQ001 occurred because inspection after the label vision inspection failure alert found deterioration beyond the temporary operating limit; the vendor and site technician performed calibration, alignment, and a documented restart check; the equipment returned to service and the delayed quantity was added to the next production window."
DT0209,EQ007,AE0209,2024-02-23 14:11:00,2024-02-25 00:59:00,34.8,PRD008,"DT0209 linked to AE0209 on EQ007 occurred because the barcode sensor dropout signal persisted after the first reset and triggered a controlled shutdown; maintenance isolated the energy sources, replaced the affected component, and completed a no-load test; production resumed at a reduced rate with no additional quality deviation in the verification lot."
DT0212,EQ002,AE0212,2024-08-31 06:02:00,2024-09-01 19:26:00,37.4,PRD010,"DT0212 linked to AE0212 on EQ002 occurred because repeated conveyor bearing vibration alarms made continued operation unsafe; engineering inspected the failure history, repaired the local assembly, and supervised a trial batch; the line recovered its normal cycle time, and a preventive work order was scheduled for the next planned stop."
