purchase_order_id,supplier_id,order_date,expected_date,buyer_employee_id,status,currency,incoterm
PO000356,SUP031,2024-11-19,2024-12-25,EMP0102,received,USD,EXW
PO000357,SUP037,2024-05-12,2024-06-19,EMP0102,received,USD,DAP
PO000358,SUP003,2025-10-03,2025-11-05,EMP0102,received,USD,DAP
PO000359,SUP029,2026-09-30,2026-10-05,EMP0050,received,USD,CIP
PO000360,SUP037,2025-12-13,2026-01-20,EMP0021,open,USD,DAP
PO000361,SUP006,2025-05-12,2025-05-19,EMP0004,received,USD,EXW
PO000362,SUP038,2025-01-26,2025-02-21,EMP0078,received,USD,DAP
PO000363,SUP014,2024-12-08,2025-01-18,EMP0078,received,USD,CIP
PO000364,SUP026,2024-05-28,2024-06-28,EMP0102,cancelled,USD,FCA
PO000365,SUP006,2026-09-10,2026-09-17,EMP0052,received,USD,DAP
PO000366,SUP009,2026-01-17,2026-02-21,EMP0047,received,USD,FCA
PO000367,SUP006,2024-05-12,2024-05-19,EMP0080,open,USD,CIP
PO000368,SUP013,2025-07-30,2025-08-28,EMP0050,received,USD,DAP
PO000369,SUP037,2024-02-10,2024-03-19,EMP0070,open,USD,EXW
PO000370,SUP037,2025-06-26,2025-08-03,EMP0112,received,USD,CIP
PO000371,SUP013,2026-09-07,2026-10-06,EMP0080,received,USD,FCA
PO000372,SUP009,2025-05-23,2025-06-27,EMP0052,open,USD,CIP
PO000373,SUP040,2024-10-23,2024-10-27,EMP0078,open,USD,CIP
PO000374,SUP027,2024-03-09,2024-04-18,EMP0032,open,USD,FCA
PO000375,SUP028,2025-06-27,2025-07-16,EMP0052,open,USD,FCA
PO000376,SUP039,2024-10-07,2024-11-01,EMP0046,received,USD,DAP
PO000377,SUP008,2024-10-18,2024-10-31,EMP0047,received,USD,DAP
PO000378,SUP017,2024-03-26,2024-04-13,EMP0078,received,USD,EXW
PO000379,SUP015,2025-01-19,2025-02-25,EMP0078,cancelled,USD,DAP
PO000380,SUP023,2024-06-16,2024-06-24,EMP0021,late,USD,EXW
PO000381,SUP007,2024-08-04,2024-08-30,EMP0004,open,USD,CIP
PO000382,SUP008,2026-12-28,2027-01-10,EMP0078,received,USD,CIP
PO000383,SUP023,2026-02-17,2026-02-25,EMP0070,received,USD,FCA
PO000384,SUP002,2026-05-30,2026-07-03,EMP0046,late,USD,DAP
PO000385,SUP035,2026-12-19,2027-01-01,EMP0047,open,USD,EXW
PO000386,SUP039,2026-05-18,2026-06-12,EMP0112,received,USD,FCA
PO000387,SUP002,2024-06-06,2024-07-10,EMP0078,received,USD,EXW
PO000388,SUP029,2026-05-16,2026-05-21,EMP0050,received,USD,EXW
PO000389,SUP031,2025-10-13,2025-11-18,EMP0102,received,USD,EXW
PO000390,SUP005,2024-10-11,2024-11-04,EMP0080,received,USD,CIP
PO000391,SUP020,2024-01-01,2024-02-05,EMP0112,open,USD,CIP
PO000392,SUP015,2024-09-23,2024-10-30,EMP0052,late,USD,CIP
PO000393,SUP029,2025-06-17,2025-06-22,EMP0021,received,USD,CIP
PO000394,SUP028,2026-09-11,2026-09-30,EMP0078,received,USD,DAP
PO000395,SUP018,2025-01-08,2025-02-12,EMP0021,open,USD,DAP
PO000396,SUP003,2024-03-18,2024-04-20,EMP0112,open,USD,EXW
PO000397,SUP024,2025-06-16,2025-07-27,EMP0052,received,USD,DAP
PO000398,SUP023,2025-03-31,2025-04-08,EMP0112,received,USD,DAP
PO000399,SUP013,2025-07-26,2025-08-24,EMP0102,open,USD,DAP
PO000400,SUP035,2025-06-28,2025-07-11,EMP0112,received,USD,FCA
PO000401,SUP020,2025-04-14,2025-05-19,EMP0078,received,USD,CIP
PO000402,SUP032,2026-02-25,2026-03-03,EMP0080,open,USD,CIP
PO000403,SUP023,2024-02-23,2024-03-02,EMP0021,received,USD,DAP
PO000404,SUP013,2024-03-13,2024-04-11,EMP0047,received,USD,FCA
PO000405,SUP017,2026-01-18,2026-02-05,EMP0070,received,USD,CIP
PO000406,SUP031,2024-10-17,2024-11-22,EMP0004,received,USD,DAP
PO000407,SUP019,2026-04-30,2026-05-13,EMP0080,open,USD,FCA
PO000408,SUP032,2024-04-21,2024-04-27,EMP0021,received,USD,FCA
PO000409,SUP039,2026-04-01,2026-04-26,EMP0112,late,USD,FCA
PO000410,SUP017,2025-04-18,2025-05-06,EMP0080,received,USD,FCA
PO000411,SUP033,2025-06-24,2025-07-28,EMP0082,received,USD,DAP
PO000412,SUP005,2025-10-16,2025-11-09,EMP0046,open,USD,DAP
PO000413,SUP006,2025-10-29,2025-11-05,EMP0102,received,USD,DAP
PO000414,SUP006,2025-11-01,2025-11-08,EMP0070,received,USD,EXW
PO000415,SUP012,2026-07-03,2026-08-10,EMP0112,received,USD,CIP
PO000416,SUP001,2025-12-18,2026-01-24,EMP0052,received,USD,EXW
PO000417,SUP014,2025-03-14,2025-04-24,EMP0004,open,USD,EXW
PO000418,SUP040,2025-05-17,2025-05-21,EMP0102,cancelled,USD,CIP
PO000419,SUP017,2024-08-06,2024-08-24,EMP0004,received,USD,DAP
PO000420,SUP015,2024-07-30,2024-09-05,EMP0082,late,USD,CIP
PO000421,SUP039,2024-09-22,2024-10-17,EMP0102,received,USD,FCA
PO000422,SUP011,2024-07-28,2024-08-01,EMP0047,open,USD,CIP
PO000423,SUP034,2024-12-20,2025-01-18,EMP0047,cancelled,USD,DAP
PO000424,SUP024,2025-05-15,2025-06-25,EMP0047,received,USD,DAP
PO000425,SUP033,2025-09-24,2025-10-28,EMP0112,received,USD,FCA
PO000426,SUP019,2025-03-25,2025-04-07,EMP0046,cancelled,USD,DAP
PO000427,SUP017,2025-12-09,2025-12-27,EMP0082,received,USD,CIP
PO000428,SUP028,2025-11-13,2025-12-02,EMP0082,received,USD,EXW
PO000429,SUP034,2026-02-13,2026-03-14,EMP0052,received,USD,CIP
PO000430,SUP010,2026-09-11,2026-09-16,EMP0052,received,USD,FCA
PO000431,SUP004,2025-11-29,2026-01-10,EMP0004,open,USD,CIP
PO000432,SUP022,2026-08-17,2026-09-22,EMP0047,received,USD,FCA
PO000433,SUP005,2025-01-07,2025-01-31,EMP0082,received,USD,EXW
PO000434,SUP016,2026-12-22,2027-01-12,EMP0078,cancelled,USD,EXW
PO000435,SUP021,2024-12-08,2024-12-17,EMP0112,received,USD,FCA
PO000436,SUP010,2026-05-24,2026-05-29,EMP0080,received,USD,CIP
PO000437,SUP002,2024-01-11,2024-02-14,EMP0047,received,USD,FCA
PO000438,SUP038,2026-12-05,2026-12-31,EMP0070,open,USD,EXW
PO000439,SUP029,2026-09-12,2026-09-17,EMP0021,received,USD,EXW
PO000440,SUP020,2025-06-26,2025-07-31,EMP0082,received,USD,DAP
PO000441,SUP008,2024-01-18,2024-01-31,EMP0078,received,USD,EXW
PO000442,SUP030,2024-03-17,2024-03-24,EMP0070,received,USD,DAP
PO000443,SUP032,2026-11-26,2026-12-02,EMP0080,cancelled,USD,EXW
PO000444,SUP001,2026-08-05,2026-09-11,EMP0102,received,USD,DAP
PO000445,SUP026,2026-05-15,2026-06-15,EMP0047,cancelled,USD,EXW
PO000446,SUP005,2026-01-20,2026-02-13,EMP0102,open,USD,DAP
PO000447,SUP032,2026-11-23,2026-11-29,EMP0032,received,USD,FCA
PO000448,SUP016,2026-12-28,2027-01-18,EMP0004,late,USD,FCA
PO000449,SUP023,2026-02-08,2026-02-16,EMP0050,received,USD,FCA
PO000450,SUP026,2026-09-28,2026-10-29,EMP0070,received,USD,DAP
PO000451,SUP017,2024-12-12,2024-12-30,EMP0078,received,USD,CIP
PO000452,SUP005,2024-03-18,2024-04-11,EMP0070,received,USD,FCA
PO000453,SUP011,2025-12-13,2025-12-17,EMP0047,cancelled,USD,DAP
PO000454,SUP018,2025-08-16,2025-09-20,EMP0032,late,USD,FCA
PO000455,SUP017,2025-10-22,2025-11-09,EMP0052,received,USD,DAP
PO000456,SUP018,2026-09-22,2026-10-27,EMP0004,open,USD,DAP
PO000457,SUP024,2026-05-08,2026-06-18,EMP0082,received,USD,DAP
PO000458,SUP035,2025-03-07,2025-03-20,EMP0050,received,USD,CIP
PO000459,SUP029,2025-11-29,2025-12-04,EMP0052,cancelled,USD,FCA
PO000460,SUP040,2024-02-05,2024-02-09,EMP0032,received,USD,FCA
PO000461,SUP013,2026-09-08,2026-10-07,EMP0052,received,USD,CIP
PO000462,SUP037,2026-06-28,2026-08-05,EMP0032,received,USD,CIP
PO000463,SUP037,2025-03-18,2025-04-25,EMP0047,received,USD,DAP
PO000464,SUP015,2026-10-01,2026-11-07,EMP0047,received,USD,FCA
PO000465,SUP023,2025-09-26,2025-10-04,EMP0046,received,USD,FCA
PO000466,SUP008,2026-04-18,2026-05-01,EMP0032,received,USD,DAP
PO000467,SUP035,2026-07-06,2026-07-19,EMP0112,received,USD,FCA
PO000468,SUP006,2025-04-12,2025-04-19,EMP0046,received,USD,DAP
PO000469,SUP039,2024-04-18,2024-05-13,EMP0047,received,USD,FCA
PO000470,SUP035,2025-12-02,2025-12-15,EMP0050,received,USD,FCA
PO000471,SUP027,2025-04-19,2025-05-29,EMP0102,received,USD,DAP
PO000472,SUP032,2026-10-31,2026-11-06,EMP0004,open,USD,DAP
PO000473,SUP003,2025-05-30,2025-07-02,EMP0078,received,USD,FCA
PO000474,SUP021,2026-02-02,2026-02-11,EMP0080,received,USD,DAP
PO000475,SUP025,2024-12-29,2025-01-02,EMP0050,late,USD,EXW
PO000476,SUP033,2026-07-11,2026-08-14,EMP0082,open,USD,CIP
PO000477,SUP030,2026-10-25,2026-11-01,EMP0070,received,USD,DAP
PO000478,SUP032,2025-04-28,2025-05-04,EMP0082,open,USD,CIP
PO000479,SUP038,2025-10-06,2025-11-01,EMP0102,received,USD,DAP
PO000480,SUP001,2025-08-13,2025-09-19,EMP0004,open,USD,EXW
PO000481,SUP030,2025-06-01,2025-06-08,EMP0021,open,USD,DAP
PO000482,SUP034,2025-07-05,2025-08-03,EMP0112,received,USD,CIP
PO000483,SUP018,2026-10-03,2026-11-07,EMP0102,received,USD,CIP
PO000484,SUP034,2025-10-11,2025-11-09,EMP0046,late,USD,CIP
PO000485,SUP012,2024-03-20,2024-04-27,EMP0050,received,USD,CIP
PO000486,SUP012,2024-03-22,2024-04-29,EMP0070,received,USD,EXW
PO000487,SUP016,2026-05-17,2026-06-07,EMP0021,received,USD,FCA
PO000488,SUP032,2024-11-12,2024-11-18,EMP0046,received,USD,DAP
PO000489,SUP009,2024-09-23,2024-10-28,EMP0032,received,USD,EXW
PO000490,SUP018,2026-03-06,2026-04-10,EMP0102,open,USD,DAP
PO000491,SUP004,2026-12-23,2027-02-03,EMP0082,received,USD,CIP
PO000492,SUP006,2024-07-31,2024-08-07,EMP0021,open,USD,FCA
PO000493,SUP033,2024-07-21,2024-08-24,EMP0102,received,USD,DAP
PO000494,SUP039,2025-12-15,2026-01-09,EMP0046,received,USD,DAP
PO000495,SUP001,2025-11-28,2026-01-04,EMP0050,received,USD,FCA
PO000496,SUP039,2025-01-15,2025-02-09,EMP0082,open,USD,EXW
PO000497,SUP011,2025-08-08,2025-08-12,EMP0070,received,USD,EXW
PO000498,SUP017,2026-11-22,2026-12-10,EMP0080,open,USD,EXW
PO000499,SUP033,2026-01-12,2026-02-15,EMP0070,received,USD,CIP
PO000500,SUP036,2026-11-12,2026-12-14,EMP0021,received,USD,EXW
PO000501,SUP003,2024-10-09,2024-11-11,EMP0050,received,USD,FCA
PO000502,SUP013,2024-12-12,2025-01-10,EMP0046,open,USD,EXW
PO000503,SUP014,2025-09-28,2025-11-08,EMP0112,received,USD,FCA
PO000504,SUP008,2026-07-10,2026-07-23,EMP0082,received,USD,CIP
PO000505,SUP035,2024-04-05,2024-04-18,EMP0021,received,USD,FCA
PO000506,SUP010,2026-06-21,2026-06-26,EMP0078,received,USD,CIP
PO000507,SUP008,2026-10-31,2026-11-13,EMP0021,late,USD,DAP
PO000508,SUP011,2025-09-14,2025-09-18,EMP0032,open,USD,CIP
PO000509,SUP024,2024-04-13,2024-05-24,EMP0050,received,USD,DAP
PO000510,SUP038,2026-03-23,2026-04-18,EMP0078,late,USD,EXW
PO000511,SUP033,2026-03-17,2026-04-20,EMP0080,open,USD,FCA
PO000512,SUP037,2024-09-24,2024-11-01,EMP0050,received,USD,FCA
PO000513,SUP029,2025-11-27,2025-12-02,EMP0021,received,USD,DAP
PO000514,SUP027,2024-06-21,2024-07-31,EMP0052,received,USD,EXW
PO000515,SUP012,2025-04-04,2025-05-12,EMP0050,received,USD,FCA
PO000516,SUP011,2024-01-15,2024-01-19,EMP0078,received,USD,FCA
PO000517,SUP007,2024-05-09,2024-06-04,EMP0070,received,USD,DAP
PO000518,SUP002,2025-05-30,2025-07-03,EMP0102,late,USD,DAP
PO000519,SUP010,2026-09-24,2026-09-29,EMP0078,received,USD,CIP
PO000520,SUP040,2024-11-24,2024-11-28,EMP0032,received,USD,DAP
PO000521,SUP028,2025-02-11,2025-03-02,EMP0032,received,USD,EXW
PO000522,SUP031,2026-10-02,2026-11-07,EMP0082,received,USD,FCA
PO000523,SUP013,2026-06-08,2026-07-07,EMP0046,late,USD,DAP
PO000524,SUP021,2024-02-22,2024-03-02,EMP0004,open,USD,FCA
PO000525,SUP010,2026-06-19,2026-06-24,EMP0050,received,USD,FCA
PO000526,SUP034,2025-07-01,2025-07-30,EMP0050,open,USD,CIP
PO000527,SUP010,2026-10-29,2026-11-03,EMP0112,received,USD,FCA
PO000528,SUP014,2025-07-10,2025-08-20,EMP0112,received,USD,DAP
PO000529,SUP038,2024-07-10,2024-08-05,EMP0080,received,USD,FCA
PO000530,SUP023,2025-11-23,2025-12-01,EMP0082,open,USD,EXW
PO000531,SUP019,2025-02-12,2025-02-25,EMP0021,received,USD,FCA
PO000532,SUP012,2026-09-26,2026-11-03,EMP0082,received,USD,EXW
PO000533,SUP014,2024-10-21,2024-12-01,EMP0047,received,USD,CIP
PO000534,SUP005,2024-03-05,2024-03-29,EMP0021,open,USD,EXW
PO000535,SUP024,2025-05-04,2025-06-14,EMP0070,received,USD,FCA
PO000536,SUP004,2026-12-24,2027-02-04,EMP0021,received,USD,FCA
PO000537,SUP027,2026-03-11,2026-04-20,EMP0046,received,USD,FCA
PO000538,SUP023,2024-06-16,2024-06-24,EMP0112,received,USD,EXW
PO000539,SUP036,2024-11-11,2024-12-13,EMP0080,received,USD,DAP
PO000540,SUP021,2026-04-03,2026-04-12,EMP0080,received,USD,CIP
PO000541,SUP030,2026-09-11,2026-09-18,EMP0070,received,USD,CIP
PO000542,SUP025,2025-04-05,2025-04-09,EMP0080,open,USD,EXW
PO000543,SUP028,2025-04-23,2025-05-12,EMP0070,received,USD,DAP
PO000544,SUP020,2025-07-09,2025-08-13,EMP0082,received,USD,EXW
PO000545,SUP007,2024-07-20,2024-08-15,EMP0046,received,USD,EXW
PO000546,SUP036,2025-05-12,2025-06-13,EMP0021,received,USD,DAP
PO000547,SUP030,2025-06-22,2025-06-29,EMP0052,received,USD,EXW
PO000548,SUP013,2026-09-24,2026-10-23,EMP0046,received,USD,EXW
PO000549,SUP019,2026-07-18,2026-07-31,EMP0078,received,USD,DAP
PO000550,SUP012,2026-08-02,2026-09-09,EMP0004,received,USD,DAP
PO000551,SUP026,2024-04-25,2024-05-26,EMP0052,open,USD,DAP
PO000552,SUP002,2025-09-18,2025-10-22,EMP0070,cancelled,USD,CIP
PO000553,SUP036,2026-12-07,2027-01-08,EMP0004,late,USD,FCA
PO000554,SUP019,2026-07-23,2026-08-05,EMP0078,received,USD,EXW
PO000555,SUP013,2025-11-28,2025-12-27,EMP0082,received,USD,CIP
PO000556,SUP004,2024-09-06,2024-10-18,EMP0080,cancelled,USD,CIP
PO000557,SUP026,2026-02-12,2026-03-15,EMP0102,received,USD,FCA
PO000558,SUP007,2024-05-27,2024-06-22,EMP0112,received,USD,DAP
PO000559,SUP026,2024-05-26,2024-06-26,EMP0070,received,USD,EXW
PO000560,SUP022,2025-08-24,2025-09-29,EMP0021,received,USD,FCA
PO000561,SUP003,2026-02-28,2026-04-02,EMP0082,open,USD,CIP
PO000562,SUP028,2025-05-02,2025-05-21,EMP0102,cancelled,USD,DAP
PO000563,SUP028,2024-03-26,2024-04-14,EMP0078,received,USD,FCA
PO000564,SUP010,2024-11-22,2024-11-27,EMP0046,received,USD,EXW
PO000565,SUP025,2025-02-06,2025-02-10,EMP0052,cancelled,USD,FCA
PO000566,SUP017,2025-01-11,2025-01-29,EMP0070,open,USD,EXW
PO000567,SUP037,2024-01-22,2024-02-29,EMP0032,received,USD,DAP
PO000568,SUP037,2025-03-12,2025-04-19,EMP0032,received,USD,EXW
PO000569,SUP030,2024-09-06,2024-09-13,EMP0047,received,USD,DAP
PO000570,SUP015,2026-07-01,2026-08-07,EMP0004,received,USD,CIP
PO000571,SUP010,2024-09-04,2024-09-09,EMP0004,cancelled,USD,FCA
PO000572,SUP038,2025-02-16,2025-03-14,EMP0082,received,USD,EXW
PO000573,SUP013,2024-06-20,2024-07-19,EMP0050,received,USD,CIP
PO000574,SUP015,2024-08-05,2024-09-11,EMP0032,received,USD,DAP
PO000575,SUP011,2024-12-14,2024-12-18,EMP0080,received,USD,EXW
PO000576,SUP040,2026-04-26,2026-04-30,EMP0078,received,USD,DAP
PO000577,SUP013,2024-01-11,2024-02-09,EMP0032,received,USD,CIP
PO000578,SUP008,2024-11-16,2024-11-29,EMP0052,received,USD,DAP
PO000579,SUP026,2026-07-09,2026-08-09,EMP0052,received,USD,FCA
PO000580,SUP040,2024-06-03,2024-06-07,EMP0082,open,USD,FCA
PO000581,SUP033,2025-02-02,2025-03-08,EMP0080,open,USD,FCA
PO000582,SUP020,2024-08-28,2024-10-02,EMP0004,late,USD,CIP
PO000583,SUP031,2024-11-30,2025-01-05,EMP0078,received,USD,FCA
PO000584,SUP007,2024-05-20,2024-06-15,EMP0047,received,USD,FCA
PO000585,SUP015,2024-03-01,2024-04-07,EMP0102,received,USD,EXW
PO000586,SUP038,2024-07-21,2024-08-16,EMP0047,received,USD,CIP
PO000587,SUP016,2026-11-09,2026-11-30,EMP0004,received,USD,CIP
PO000588,SUP023,2026-11-04,2026-11-12,EMP0112,late,USD,FCA
PO000589,SUP012,2026-09-21,2026-10-29,EMP0080,received,USD,EXW
PO000590,SUP017,2026-05-17,2026-06-04,EMP0052,received,USD,CIP
PO000591,SUP032,2024-10-15,2024-10-21,EMP0052,received,USD,CIP
PO000592,SUP025,2026-08-13,2026-08-17,EMP0052,received,USD,FCA
PO000593,SUP036,2026-01-26,2026-02-27,EMP0112,received,USD,DAP
PO000594,SUP017,2024-06-05,2024-06-23,EMP0047,cancelled,USD,DAP
PO000595,SUP005,2026-01-05,2026-01-29,EMP0021,received,USD,EXW
PO000596,SUP024,2026-04-05,2026-05-16,EMP0032,received,USD,EXW
PO000597,SUP028,2025-03-14,2025-04-02,EMP0082,received,USD,FCA
PO000598,SUP009,2026-06-17,2026-07-22,EMP0080,received,USD,FCA
PO000599,SUP002,2025-09-13,2025-10-17,EMP0050,received,USD,DAP
PO000600,SUP023,2025-06-26,2025-07-04,EMP0080,received,USD,CIP
PO000601,SUP017,2025-12-26,2026-01-13,EMP0032,received,USD,EXW
PO000602,SUP001,2024-04-01,2024-05-08,EMP0082,received,USD,FCA
PO000603,SUP023,2026-01-16,2026-01-24,EMP0046,received,USD,CIP
PO000604,SUP015,2024-12-05,2025-01-11,EMP0050,open,USD,FCA
PO000605,SUP004,2024-03-06,2024-04-17,EMP0046,received,USD,DAP
PO000606,SUP009,2026-11-25,2026-12-30,EMP0102,received,USD,EXW
PO000607,SUP037,2025-08-17,2025-09-24,EMP0082,cancelled,USD,EXW
PO000608,SUP024,2025-03-18,2025-04-28,EMP0070,received,USD,EXW
PO000609,SUP040,2024-01-18,2024-01-22,EMP0080,received,USD,DAP
PO000610,SUP031,2026-04-24,2026-05-30,EMP0050,cancelled,USD,FCA
PO000611,SUP006,2024-01-19,2024-01-26,EMP0052,received,USD,FCA
PO000612,SUP012,2024-11-04,2024-12-12,EMP0052,received,USD,EXW
PO000613,SUP007,2026-04-20,2026-05-16,EMP0047,received,USD,EXW
PO000614,SUP012,2024-02-26,2024-04-04,EMP0078,received,USD,EXW
PO000615,SUP035,2026-03-19,2026-04-01,EMP0004,open,USD,DAP
PO000616,SUP033,2024-10-30,2024-12-03,EMP0070,received,USD,CIP
PO000617,SUP016,2024-01-25,2024-02-15,EMP0047,late,USD,DAP
PO000618,SUP011,2025-04-17,2025-04-21,EMP0082,received,USD,EXW
PO000619,SUP029,2025-07-15,2025-07-20,EMP0080,received,USD,FCA
PO000620,SUP028,2026-12-03,2026-12-22,EMP0078,open,USD,DAP
PO000621,SUP013,2024-10-08,2024-11-06,EMP0050,received,USD,CIP
PO000622,SUP027,2024-08-25,2024-10-04,EMP0052,received,USD,FCA
PO000623,SUP037,2025-04-29,2025-06-06,EMP0052,received,USD,DAP
PO000624,SUP013,2026-11-05,2026-12-04,EMP0078,received,USD,FCA
PO000625,SUP012,2024-08-08,2024-09-15,EMP0052,received,USD,FCA
PO000626,SUP026,2024-01-22,2024-02-22,EMP0047,received,USD,FCA
PO000627,SUP027,2026-11-11,2026-12-21,EMP0112,open,USD,FCA
PO000628,SUP024,2026-10-02,2026-11-12,EMP0004,open,USD,DAP
PO000629,SUP011,2026-07-01,2026-07-05,EMP0050,received,USD,CIP
PO000630,SUP014,2024-11-17,2024-12-28,EMP0050,received,USD,EXW
PO000631,SUP013,2025-03-20,2025-04-18,EMP0004,received,USD,EXW
PO000632,SUP031,2026-07-02,2026-08-07,EMP0102,received,USD,FCA
PO000633,SUP019,2026-12-18,2026-12-31,EMP0078,received,USD,EXW
PO000634,SUP007,2024-11-19,2024-12-15,EMP0047,received,USD,CIP
PO000635,SUP005,2026-10-18,2026-11-11,EMP0070,received,USD,CIP
PO000636,SUP015,2026-11-29,2027-01-05,EMP0021,received,USD,CIP
PO000637,SUP040,2026-07-21,2026-07-25,EMP0112,open,USD,DAP
PO000638,SUP030,2024-10-20,2024-10-27,EMP0112,received,USD,EXW
PO000639,SUP031,2025-07-22,2025-08-27,EMP0004,received,USD,CIP
PO000640,SUP017,2026-07-24,2026-08-11,EMP0070,open,USD,DAP
PO000641,SUP024,2024-02-29,2024-04-10,EMP0102,late,USD,FCA
PO000642,SUP023,2025-02-02,2025-02-10,EMP0078,received,USD,CIP
PO000643,SUP037,2025-05-09,2025-06-16,EMP0047,received,USD,DAP
PO000644,SUP040,2025-08-26,2025-08-30,EMP0112,received,USD,EXW
PO000645,SUP007,2024-04-24,2024-05-20,EMP0021,received,USD,EXW
PO000646,SUP018,2024-01-21,2024-02-25,EMP0082,open,USD,EXW
PO000647,SUP028,2026-08-27,2026-09-15,EMP0102,received,USD,DAP
PO000648,SUP021,2024-09-03,2024-09-12,EMP0080,received,USD,CIP
PO000649,SUP034,2024-11-24,2024-12-23,EMP0082,received,USD,EXW
PO000650,SUP001,2025-07-30,2025-09-05,EMP0004,received,USD,DAP
PO000651,SUP029,2025-01-24,2025-01-29,EMP0112,received,USD,FCA
PO000652,SUP009,2025-04-18,2025-05-23,EMP0080,late,USD,EXW
PO000653,SUP016,2026-06-24,2026-07-15,EMP0046,received,USD,CIP
PO000654,SUP010,2025-11-23,2025-11-28,EMP0004,received,USD,FCA
PO000655,SUP005,2024-04-30,2024-05-24,EMP0078,late,USD,CIP
PO000656,SUP002,2025-09-06,2025-10-10,EMP0052,received,USD,EXW
PO000657,SUP025,2026-11-10,2026-11-14,EMP0050,received,USD,EXW
PO000658,SUP039,2024-03-31,2024-04-25,EMP0032,received,USD,DAP
PO000659,SUP039,2024-11-07,2024-12-02,EMP0078,received,USD,FCA
PO000660,SUP008,2026-04-29,2026-05-12,EMP0032,received,USD,DAP
PO000661,SUP022,2024-05-13,2024-06-18,EMP0032,open,USD,EXW
PO000662,SUP014,2024-04-02,2024-05-13,EMP0021,received,USD,FCA
PO000663,SUP021,2026-06-11,2026-06-20,EMP0070,received,USD,FCA
PO000664,SUP039,2026-11-25,2026-12-20,EMP0082,late,USD,CIP
PO000665,SUP024,2026-10-17,2026-11-27,EMP0050,open,USD,FCA
PO000666,SUP006,2024-12-14,2024-12-21,EMP0050,received,USD,CIP
PO000667,SUP033,2026-03-14,2026-04-17,EMP0052,open,USD,DAP
PO000668,SUP027,2026-03-21,2026-04-30,EMP0050,received,USD,DAP
PO000669,SUP007,2026-03-13,2026-04-08,EMP0112,open,USD,DAP
PO000670,SUP019,2025-01-07,2025-01-20,EMP0052,received,USD,DAP
PO000671,SUP019,2025-05-18,2025-05-31,EMP0032,received,USD,CIP
PO000672,SUP029,2026-03-21,2026-03-26,EMP0112,received,USD,FCA
PO000673,SUP004,2026-02-12,2026-03-26,EMP0004,received,USD,CIP
PO000674,SUP024,2026-06-16,2026-07-27,EMP0004,received,USD,DAP
PO000675,SUP035,2026-02-02,2026-02-15,EMP0102,received,USD,DAP
PO000676,SUP016,2024-07-24,2024-08-14,EMP0047,open,USD,CIP
PO000677,SUP012,2024-02-12,2024-03-21,EMP0046,open,USD,CIP
PO000678,SUP006,2026-08-06,2026-08-13,EMP0050,received,USD,FCA
PO000679,SUP022,2024-07-09,2024-08-14,EMP0021,open,USD,CIP
PO000680,SUP004,2024-08-13,2024-09-24,EMP0052,received,USD,EXW
PO000681,SUP009,2026-03-17,2026-04-21,EMP0102,cancelled,USD,EXW
PO000682,SUP019,2024-11-10,2024-11-23,EMP0047,cancelled,USD,CIP
PO000683,SUP029,2024-06-17,2024-06-22,EMP0050,received,USD,FCA
PO000684,SUP021,2024-02-16,2024-02-25,EMP0046,received,USD,CIP
PO000685,SUP018,2025-10-18,2025-11-22,EMP0021,received,USD,DAP
PO000686,SUP001,2024-02-17,2024-03-25,EMP0080,received,USD,FCA
PO000687,SUP036,2025-05-31,2025-07-02,EMP0046,open,USD,EXW
PO000688,SUP003,2026-03-09,2026-04-11,EMP0078,received,USD,DAP
PO000689,SUP007,2025-10-13,2025-11-08,EMP0052,received,USD,DAP
PO000690,SUP037,2026-08-04,2026-09-11,EMP0070,received,USD,CIP
PO000691,SUP022,2025-08-13,2025-09-18,EMP0046,cancelled,USD,EXW
PO000692,SUP008,2026-05-15,2026-05-28,EMP0082,received,USD,CIP
PO000693,SUP014,2024-04-13,2024-05-24,EMP0032,received,USD,CIP
PO000694,SUP005,2026-11-21,2026-12-15,EMP0078,received,USD,FCA
PO000695,SUP032,2026-12-08,2026-12-14,EMP0004,received,USD,DAP
PO000696,SUP030,2024-10-21,2024-10-28,EMP0021,received,USD,EXW
PO000697,SUP004,2026-07-05,2026-08-16,EMP0052,late,USD,EXW
PO000698,SUP036,2025-11-21,2025-12-23,EMP0047,late,USD,FCA
PO000699,SUP005,2025-03-11,2025-04-04,EMP0046,received,USD,CIP
PO000700,SUP025,2026-10-29,2026-11-02,EMP0046,received,USD,DAP
